0,Symbol,Sequence_ID,Chromosome/scaffold name,Transcript start (bp),Transcript end (bp),DecodePub_Protein(short name),DecodePub_Protein(full name),DecodePub_Gene,DecodePub_UniProt,DecodePub_Ensembl.Gene.ID,DecodePub_Entrez.Gene.ID,DecodePub_HGNC.ID
4435_66_ENPP7_ENPP7.txt.gz,ENPP7,4435_66,17,79730943.0,79742219.0,ENPP7,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,ENPP7,Q6UWV6,ENSG00000182156,339221,HGNC:23764
4436_1_ENTPD3_ENTP3.txt.gz,ENTPD3,4436_1,3,40387184.0,40428744.0,ENTP3,Ectonucleoside triphosphate diphosphohydrolase 3,ENTPD3,O75355,ENSG00000168032,956,HGNC:3365
4437_56_ENTPD5_ENTP5.txt.gz,ENTPD5,4437_56,14,73958010.0,74019399.0,ENTP5,Ectonucleoside triphosphate diphosphohydrolase 5,ENTPD5,O75356,ENSG00000187097,957,HGNC:3367
4440_15_FCRL3_FCRL3.txt.gz,FCRL3,4440_15,1,157674321.0,157700769.0,FCRL3,Fc receptor-like protein 3,FCRL3,Q96P31,ENSG00000160856,115352,HGNC:18506
4453_83_LRRTM3_LRRT3.txt.gz,LRRTM3,4453_83,10,66926036.0,67101551.0,LRRT3,Leucine-rich repeat transmembrane neuronal protein 3,LRRTM3,Q86VH5,ENSG00000198739,347731,HGNC:19410
4455_89_MFGE8_MFGM.txt.gz,MFGE8,4455_89,15,88898683.0,88913468.0,MFGM,Lactadherin,MFGE8,Q08431,ENSG00000140545,4240,HGNC:7036
4459_68_PCSK7_PCSK7.txt.gz,PCSK7,4459_68,11,117204337.0,117232525.0,PCSK7,Proprotein convertase subtilisin/kexin type 7,PCSK7,Q16549,ENSG00000160613,9159,HGNC:8748
4460_8_PDPK1_PDPK1.txt.gz,PDPK1,4460_8,16,2537979.0,2603188.0,PDPK1,3-phosphoinositide-dependent protein kinase 1,PDPK1,O15530,ENSG00000140992,5170,HGNC:8816
4464_10_SIGLEC1_Sialoadhesin.txt.gz,SIGLEC1,4464_10,20,3686970.0,3712600.0,Sialoadhesin,Sialoadhesin,SIGLEC1,Q9BZZ2,ENSG00000088827,6614,HGNC:11127
4467_49_SPARCL1_SPARCL1.txt.gz,SPARCL1,4467_49,4,87473335.0,87531061.0,SPARCL1,SPARC-like protein 1,SPARCL1,Q14515,ENSG00000152583,8404,HGNC:11220
4468_21_SPHK2_SPHK2.txt.gz,SPHK2,4468_21,19,48619291.0,48630717.0,SPHK2,Sphingosine kinase 2,SPHK2,Q9NRA0,ENSG00000063176,56848,HGNC:18859
4469_78_CHST15_ST4S6.txt.gz,CHST15,4469_78,10,124007668.0,124093598.0,ST4S6,Carbohydrate sulfotransferase 15,CHST15,Q7LFX5,ENSG00000182022,51363,HGNC:18137
4471_50_TGM3_TGM3.txt.gz,TGM3,4471_50,20,2296001.0,2341079.0,TGM3,Protein-glutamine gamma-glutamyltransferase E,TGM3,Q08188,ENSG00000125780,7053,HGNC:11779
4472_5_TPM2_Tropomyosin_2.txt.gz,TPM2,4472_5,9,35681992.0,35690056.0,Tropomyosin 2,Tropomyosin beta chain,TPM2,P07951,ENSG00000198467,7169,HGNC:12011
4474_19_RPS27A_Ubiquitin.txt.gz,RPS27A,4474_19,2,55231903.0,55235853.0,Ubiquitin,Ubiquitin,RPS27A,P62979,,6233,HGNC:10417
4476_22_ZAP70_ZAP70.txt.gz,ZAP70,4476_22,2,97713576.0,97739862.0,ZAP70,Tyrosine-protein kinase ZAP-70,ZAP70,P43403,ENSG00000115085,7535,HGNC:12858
4479_14_SERPING1_C1_Esterase_Inhibitor.txt.gz,SERPING1,4479_14,11,57597387.0,57619171.0,C1-Esterase Inhibitor,Plasma protease C1 inhibitor,SERPING1,P05155,ENSG00000149131,710,HGNC:1228
4480_59_C3_C3b.txt.gz,C3,4480_59,19,6677704.0,6730562.0,C3b,Complement C3b,C3,P01024,ENSG00000125730,718,HGNC:1318
4487_1_FGF7_FGF7.txt.gz,FGF7,4487_1,15,49423237.0,49488775.0,FGF7,Fibroblast growth factor 7,FGF7,P21781,ENSG00000140285,2252,HGNC:3685
4493_92_IL11_IL_11.txt.gz,IL11,4493_92,19,55364382.0,55370463.0,IL-11,Interleukin-11,IL11,P20809,ENSG00000095752,3589,HGNC:5966
4496_60_MMP12_MMP_12.txt.gz,MMP12,4496_60,11,102862736.0,102874982.0,MMP-12,Macrophage metalloelastase,MMP12,P39900,ENSG00000110347,4321,HGNC:7158
4498_62_NCAM1_NCAM_120.txt.gz,NCAM1,4498_62,11,112961275.0,113278436.0,NCAM-120,"Neural cell adhesion molecule 1, 120 kDa isoform",NCAM1,P13591,ENSG00000149294,4684,HGNC:7656
4499_21_PDGFA_PDGF_AA.txt.gz,PDGFA,4499_21,7,497258.0,520296.0,PDGF-AA,Platelet-derived growth factor subunit A,PDGFA,P04085,ENSG00000197461,5154,HGNC:8799
4500_50_CLEC11A_SCGF_alpha.txt.gz,CLEC11A,4500_50,19,50723364.0,50725708.0,SCGF-alpha,Stem cell growth factor-alpha,CLEC11A,Q9Y240,ENSG00000105472,6320,HGNC:10576
4533_76_ADAMTS15_ATS15.txt.gz,ADAMTS15,4533_76,11,130448645.0,130476645.0,ATS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,ADAMTS15,Q8TE58,ENSG00000166106,170689,HGNC:16305
4534_10_PRSS22_BSSP4.txt.gz,PRSS22,4534_10,16,2852730.0,2858170.0,BSSP4,Brain-specific serine protease 4,PRSS22,Q9GZN4,ENSG00000005001,64063,HGNC:14368
4535_50_BST1_BST1.txt.gz,BST1,4535_50,4,15703065.0,15738313.0,BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,BST1,Q10588,ENSG00000109743,683,HGNC:1118
4540_11_CBX5_CBX5.txt.gz,CBX5,4540_11,12,54230942.0,54280133.0,CBX5,Chromobox protein homolog 5,CBX5,P45973,ENSG00000094916,23468,HGNC:1555
4541_49_CDON_CDON.txt.gz,CDON,4541_49,11,125955796.0,126063335.0,CDON,Cell adhesion molecule-related/down-regulated by oncogenes,CDON,Q4KMG0,ENSG00000064309,50937,HGNC:17104
4542_24_CLU_Clusterin.txt.gz,CLU,4542_24,8,27596917.0,27614700.0,Clusterin,Clusterin,CLU,P10909,ENSG00000120885,1191,HGNC:2095
4543_65_COL23A1_CONA1.txt.gz,COL23A1,4543_65,5,178237476.0,178590393.0,CONA1,Collagen alpha-1(XXIII) chain,COL23A1,Q86Y22,ENSG00000050767,91522,HGNC:22990
4544_4_PPBP_CTAP_III.txt.gz,PPBP,4544_4,4,73986439.0,73988190.0,CTAP-III,Connective tissue-activating peptide III,PPBP,P02775,ENSG00000163736,5473,HGNC:9240
4545_53_DNAJC19_DnaJ_homolog.txt.gz,DNAJC19,4545_53,3,180983697.0,180989774.0,DnaJ homolog,Mitochondrial import inner membrane translocase subunit TIM14,DNAJC19,Q96DA6,ENSG00000205981,131118,HGNC:30528
4546_27_ADGRE2_EMR2.txt.gz,ADGRE2,4546_27,19,14732392.0,14778560.0,EMR2,Adhesion G protein-coupled receptor E2,ADGRE2,Q9UHX3,ENSG00000127507,30817,HGNC:3337
4547_59_FLRT1_FLRT1.txt.gz,FLRT1,4547_59,11,64035931.0,64119173.0,FLRT1,Leucine-rich repeat transmembrane protein FLRT1,FLRT1,Q9NZU1,ENSG00000126500,23769,HGNC:3760
4548_4_FUT3_Fucosyltransferase_3.txt.gz,FUT3,4548_4,19,5842888.0,5851471.0,Fucosyltransferase 3,Galactoside 3(4)-L-fucosyltransferase,FUT3,P21217,ENSG00000171124,2525,HGNC:4014
4549_78_FUT5_FUT5.txt.gz,FUT5,4549_78,19,5865826.0,5870540.0,FUT5,"Alpha-(1,3)-fucosyltransferase 5",FUT5,Q11128,ENSG00000130383,2527,HGNC:4016
4551_72_ADGRG5_GP114.txt.gz,ADGRG5,4551_72,16,57542643.0,57591681.0,GP114,Adhesion G-protein coupled receptor G5,ADGRG5,Q8IZF4,ENSG00000159618,221188,HGNC:19010
4553_65_HDGFRP2_HDGR2.txt.gz,HDGFRP2,4553_65,19,4472297.0,4502208.0,HDGR2,Hepatoma-derived growth factor-related protein 2,HDGFRP2,Q7Z4V5,ENSG00000167674,84717,HGNC:14680
4556_10_IL34_IL_34.txt.gz,IL34,4556_10,16,70579895.0,70660682.0,IL-34,Interleukin-34,IL34,Q6ZMJ4,ENSG00000157368,146433,HGNC:28529
4557_61_KIRREL3_KIRR3.txt.gz,KIRREL3,4557_61,11,126423358.0,127003460.0,KIRR3,Kin of IRRE-like protein 3,KIRREL3,Q8IZU9,ENSG00000149571,84623,HGNC:23204
4559_64_KYNU_KYNU.txt.gz,KYNU,4559_64,2,142877657.0,143055833.0,KYNU,Kynureninase,KYNU,Q16719,ENSG00000115919,8942,HGNC:6469
4560_34_LCK_LCK.txt.gz,LCK,4560_34,1,32251244.0,32286165.0,LCK,Tyrosine-protein kinase Lck,LCK,P06239,ENSG00000182866,3932,HGNC:6524
4562_1_NXPH1_NXPH1.txt.gz,NXPH1,4562_1,7,8433609.0,8752961.0,NXPH1,Neurexophilin-1,NXPH1,P58417,ENSG00000122584,30010,HGNC:20693
4563_61_PLCG1_PLCG1.txt.gz,PLCG1,4563_61,20,41136960.0,41196801.0,PLCG1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",PLCG1,P19174,ENSG00000124181,5335,HGNC:9065
4564_2_PLXNC1_PLXC1.txt.gz,PLXNC1,4564_2,12,94148577.0,94307675.0,PLXC1,Plexin-C1,PLXNC1,O60486,ENSG00000136040,10154,HGNC:9106
4566_24_RSPO2_RSPO2.txt.gz,RSPO2,4566_24,8,107899316.0,108083642.0,RSPO2,R-spondin-2,RSPO2,Q6UXX9,ENSG00000147655,340419,HGNC:28583
4567_82_SH2D1A_SH21A.txt.gz,SH2D1A,4567_82,X,124227868.0,124373197.0,SH21A,SH2 domain-containing protein 1A,SH2D1A,O60880,ENSG00000183918,4068,HGNC:10820
4568_17_SLITRK5_SLIK5.txt.gz,SLITRK5,4568_17,13,87671371.0,87696272.0,SLIK5,SLIT and NTRK-like protein 5,SLITRK5,O94991,ENSG00000165300,26050,HGNC:20295
4569_52_SORCS2_SORC2.txt.gz,SORCS2,4569_52,4,7192538.0,7742836.0,SORC2,VPS10 domain-containing receptor SorCS2,SORCS2,Q96PQ0,ENSG00000184985,57537,HGNC:16698
4588_1_PPY_PH.txt.gz,PPY,4588_1,17,43940804.0,43942476.0,PH,Pancreatic hormone,PPY,P01298,ENSG00000108849,5539,HGNC:9327
4673_13_IL6_IL_6.txt.gz,IL6,4673_13,7,22725884.0,22732002.0,IL-6,Interleukin-6,IL6,P05231,ENSG00000136244,3569,HGNC:6018
4693_72_HIBADH_3HIDH.txt.gz,HIBADH,4693_72,7,27525442.0,27662883.0,3HIDH,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",HIBADH,P31937,ENSG00000106049,11112,HGNC:4907
4697_59_CSF2_GM_CSF.txt.gz,CSF2,4697_59,5,132073789.0,132076170.0,GM-CSF,Granulocyte-macrophage colony-stimulating factor,CSF2,P04141,ENSG00000164400,1437,HGNC:2434
4703_87_LTA_TNF_b.txt.gz,LTA,4703_87,6,31572054.0,31574324.0,TNF-b,Lymphotoxin-alpha,LTA,P01374,ENSG00000226979,4049,HGNC:6709
4706_17_EPB41_41.txt.gz,EPB41,4706_17,1,28887091.0,29120046.0,41,Protein 4.1,EPB41,P11171,ENSG00000159023,2035,HGNC:3377
4708_3_HSD17B1_17_beta_HSD_1.txt.gz,HSD17B1,4708_3,17,42552922.0,42555214.0,17-beta-HSD 1,Estradiol 17-beta-dehydrogenase 1,HSD17B1,P14061,ENSG00000108786,3292,HGNC:5210
4712_28_APOD_Apo_D.txt.gz,APOD,4712_28,3,195568705.0,195584033.0,Apo D,Apolipoprotein D,APOD,P05090,ENSG00000189058,347,HGNC:612
4717_55_IL3_IL_3.txt.gz,IL3,4717_55,5,132060655.0,132063204.0,IL-3,Interleukin-3,IL3,P08700,ENSG00000164399,3562,HGNC:6011
4718_5_PPIB_PPIB.txt.gz,PPIB,4718_5,15,64155740.0,64163134.0,PPIB,Peptidyl-prolyl cis-trans isomerase B,PPIB,P23284,ENSG00000166794,5479,HGNC:9255
4719_58_PDIA3_Protein_disulfide_isomerase_A3.txt.gz,PDIA3,4719_58,15,43746394.0,43773279.0,Protein disulfide isomerase A3,Protein disulfide-isomerase A3,PDIA3,P30101,ENSG00000167004,2923,HGNC:4606
4721_54_TFF3_TFF3.txt.gz,TFF3,4721_54,21,42311667.0,42315409.0,TFF3,Trefoil factor 3,TFF3,Q07654,ENSG00000160180,7033,HGNC:11757
4763_31_AFM_Afamin.txt.gz,AFM,4763_31,4,73481745.0,73504001.0,Afamin,Afamin,AFM,P43652,ENSG00000079557,173,HGNC:316
4769_10_OLFM4_Olfactomedin_4.txt.gz,OLFM4,4769_10,13,53028813.0,53052057.0,Olfactomedin-4,Olfactomedin-4,OLFM4,Q6UX06,ENSG00000102837,10562,HGNC:17190
4771_10_SMPDL3A_ASM3A.txt.gz,SMPDL3A,4771_10,6,122789049.0,122809720.0,ASM3A,Acid sphingomyelinase-like phosphodiesterase 3a,SMPDL3A,Q92484,ENSG00000172594,10924,HGNC:17389
4775_34_GSN_Gelsolin.txt.gz,GSN,4775_34,9,121207794.0,121332843.0,Gelsolin,Gelsolin,GSN,P06396,ENSG00000148180,2934,HGNC:4620
4785_30_SERPINA6_CBG.txt.gz,SERPINA6,4785_30,14,94304248.0,94323389.0,CBG,Corticosteroid-binding globulin,SERPINA6,P08185,ENSG00000277405,866,HGNC:1540
4801_13_LPO_PERL.txt.gz,LPO,4801_13,17,58218548.0,58268518.0,PERL,Lactoperoxidase,LPO,P22079,ENSG00000167419,4025,HGNC:6678
4807_13_COL8A1_CO8A1.txt.gz,COL8A1,4807_13,3,99638475.0,99799226.0,CO8A1,Collagen alpha-1(VIII) chain,COL8A1,P27658,ENSG00000144810,1295,HGNC:2215
4811_33_ITIH4_ITI_heavy_chain_H4.txt.gz,ITIH4,4811_33,3,52812962.0,52830688.0,ITI heavy chain H4,Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4,Q14624,ENSG00000055955,3700,HGNC:6169
4829_43_SFN_STRATIFIN.txt.gz,SFN,4829_43,1,26863149.0,26864456.0,STRATIFIN,14-3-3 protein sigma,SFN,P31947,ENSG00000175793,2810,HGNC:10773
4831_4_SELL_sL_Selectin.txt.gz,SELL,4831_4,1,169690665.0,169711702.0,sL-Selectin,L-Selectin,SELL,P14151,ENSG00000188404,6402,HGNC:10720
4832_75_TNFRSF10A_TRAIL_R1.txt.gz,TNFRSF10A,4832_75,8,23190452.0,23225102.0,TRAIL R1,Tumor necrosis factor receptor superfamily member 10A,TNFRSF10A,O00220,ENSG00000104689,8797,HGNC:11904
4834_61_EPHA2_Epithelial_cell_kinase.txt.gz,EPHA2,4834_61,1,16124337.0,16156069.0,Epithelial cell kinase,Ephrin type-A receptor 2,EPHA2,P29317,ENSG00000142627,1969,HGNC:3386
4840_73_CSF3_G_CSF.txt.gz,CSF3,4840_73,17,40015361.0,40017813.0,G-CSF,Granulocyte colony-stimulating factor,CSF3,P09919,ENSG00000108342,1440,HGNC:2438
4842_62_GPC3_Glypican_3.txt.gz,GPC3,4842_62,X,133535745.0,133987100.0,Glypican 3,Glypican-3,GPC3,P51654,ENSG00000147257,2719,HGNC:4451
4851_25_IL1A_IL_1a.txt.gz,IL1A,4851_25,2,112773925.0,112784493.0,IL-1a,Interleukin-1 alpha,IL1A,P01583,ENSG00000115008,3552,HGNC:5991
4862_63_BMPR2_BMP_RII.txt.gz,BMPR2,4862_63,2,202376327.0,202567751.0,BMP RII,Bone morphogenetic protein receptor type-2,BMPR2,Q13873,ENSG00000204217,659,HGNC:1078
4866_59_NTRK2_TrkB.txt.gz,NTRK2,4866_59,9,84668375.0,85095751.0,TrkB,BDNF/NT-3 growth factors receptor,NTRK2,Q16620,ENSG00000148053,4915,HGNC:8032
4867_15_VEGFA_VEGF121.txt.gz,VEGFA,4867_15,6,43770184.0,43786487.0,VEGF121,"Vascular endothelial growth factor A, isoform 121",VEGFA,P15692,ENSG00000112715,7422,HGNC:12680
4874_3_ANG_Angiogenin.txt.gz,ANG,4874_3,14,20684177.0,20698971.0,Angiogenin,Angiogenin,ANG,P03950,ENSG00000214274,283,HGNC:483
4876_32_F9_Coagulation_Factor_IX.txt.gz,F9,4876_32,X,139530739.0,139563459.0,Coagulation Factor IX,Coagulation factor IX,F9,P00740,ENSG00000101981,2158,HGNC:3551
4878_3_F10_Coagulation_Factor_X.txt.gz,F10,4878_3,13,113122799.0,113149529.0,Coagulation Factor X,Coagulation Factor X,F10,P00742,ENSG00000126218,2159,HGNC:3528
4880_21_GDF2_GDF2.txt.gz,GDF2,4880_21,10,47322454.0,47327588.0,GDF2,Growth/differentiation factor 2,GDF2,Q9UK05,ENSG00000128802,2658,HGNC:4217
4883_56_INS_Insulin.txt.gz,INS,4883_56,11,2159779.0,2161221.0,Insulin,Insulin,INS,P01308,ENSG00000129965,3630,HGNC:6081
4886_3_CCL7_MCP_3.txt.gz,CCL7,4886_3,17,34270221.0,34272242.0,MCP-3,C-C motif chemokine 7,CCL7,P80098,ENSG00000108688,6354,HGNC:10634
4889_82_WNT7A_WNT7A.txt.gz,WNT7A,4889_82,3,13816258.0,13880071.0,WNT7A,Protein Wnt-7a,WNT7A,O00755,ENSG00000154764,7476,HGNC:12786
4890_10_POMC_ACTH.txt.gz,POMC,4890_10,2,25160853.0,25168903.0,ACTH,Corticotropin,POMC,P01189,ENSG00000115138,5443,HGNC:9201
4891_50_GCG_Glucagon.txt.gz,GCG,4891_50,2,162142882.0,162152404.0,Glucagon,Glucagon,GCG,P01275,ENSG00000115263,2641,HGNC:4191
4900_8_C3_C3a.txt.gz,C3,4900_8,19,6677704.0,6730562.0,C3a,C3a anaphylatoxin,C3,P01024,ENSG00000125730,718,HGNC:1318
4904_7_CASP2_Caspase_2.txt.gz,CASP2,4904_7,7,143288215.0,143307696.0,Caspase-2,Caspase-2,CASP2,P42575,ENSG00000106144,835,HGNC:1503
4905_63_COTL1_Coactosin_like_protein.txt.gz,COTL1,4905_63,16,84565596.0,84618078.0,Coactosin-like protein,Coactosin-like protein,COTL1,Q14019,ENSG00000103187,23406,HGNC:18304
4906_35_F5_Coagulation_Factor_V.txt.gz,F5,4906_35,1,169511951.0,169586588.0,Coagulation Factor V,Coagulation Factor V,F5,P12259,ENSG00000198734,2153,HGNC:3542
4908_6_ENG_Endoglin.txt.gz,ENG,4908_6,9,127815013.0,127854658.0,Endoglin,Endoglin,ENG,P17813,ENSG00000106991,2022,HGNC:3349
4909_68_LGALS8_Galectin_8.txt.gz,LGALS8,4909_68,1,236518000.0,236552981.0,Galectin-8,Galectin-8,LGALS8,O00214,ENSG00000116977,3964,HGNC:6569
4910_21_PLA2G1B_GIB.txt.gz,PLA2G1B,4910_21,12,120322115.0,120327779.0,GIB,Phospholipase A2,PLA2G1B,P04054,ENSG00000170890,5319,HGNC:9030
4911_49_GSTP1_Glutathione_S_transferase_Pi.txt.gz,GSTP1,4911_49,11,67583742.0,67586656.0,Glutathione S-transferase Pi,Glutathione S-transferase P,GSTP1,P09211,ENSG00000084207,2950,HGNC:4638
4912_17_GOT1_GOT1.txt.gz,GOT1,4912_17,10,99396870.0,99430624.0,GOT1,"Aspartate aminotransferase, cytoplasmic",GOT1,P17174,ENSG00000120053,2805,HGNC:4432
4913_78_CCL16_HCC_4.txt.gz,CCL16,4913_78,17,35976493.0,35981497.0,HCC-4,C-C motif chemokine 16,CCL16,O15467,ENSG00000161573,6360,HGNC:10614
4920_10_LYZ_Lysozyme.txt.gz,LYZ,4920_10,12,69348381.0,69354234.0,Lysozyme,Lysozyme C,LYZ,P61626,ENSG00000090382,4069,HGNC:6740
4922_13_CCL19_MIP_3b.txt.gz,CCL19,4922_13,9,34689570.0,34691276.0,MIP-3b,C-C motif chemokine 19,CCL19,Q99731,ENSG00000172724,6363,HGNC:10617
4923_79_AMH_MIS.txt.gz,AMH,4923_79,19,2249309.0,2252073.0,MIS,Muellerian-inhibiting factor,AMH,P03971,ENSG00000104899,268,HGNC:464
4924_32_MMP1_MMP_1.txt.gz,MMP1,4924_32,11,102789401.0,102798160.0,MMP-1,Interstitial collagenase,MMP1,P03956,ENSG00000196611,4312,HGNC:7155
4925_54_MMP13_MMP_13.txt.gz,MMP13,4925_54,11,102942995.0,102955732.0,MMP-13,Collagenase 3,MMP13,P45452,ENSG00000137745,4322,HGNC:7159
4929_55_SHBG_SHBG.txt.gz,SHBG,4929_55,17,7613946.0,7633382.0,SHBG,Sex hormone-binding globulin,SHBG,P04278,ENSG00000129214,6462,HGNC:10839
4930_21_STC1_Stanniocalcin_1.txt.gz,STC1,4930_21,8,23841929.0,23854806.0,Stanniocalcin-1,Stanniocalcin-1,STC1,P52823,ENSG00000159167,6781,HGNC:11373
4931_59_F3_TF.txt.gz,F3,4931_59,1,94529173.0,94541759.0,TF,Tissue Factor,F3,P13726,ENSG00000117525,2152,HGNC:3541
4956_2_EREG_EPI.txt.gz,EREG,4956_2,4,74365145.0,74388749.0,EPI,Epiregulin,EREG,O14944,ENSG00000124882,2069,HGNC:3443
4959_2_AGR2_AGR2.txt.gz,AGR2,4959_2,7,16791811.0,16833433.0,AGR2,Anterior gradient protein 2 homolog,AGR2,O95994,ENSG00000106541,10551,HGNC:328
4960_72_ANXA1_annexin_I.txt.gz,ANXA1,4960_72,9,73151865.0,73170393.0,annexin I,Annexin A1,ANXA1,P04083,ENSG00000135046,301,HGNC:533
4961_17_ANXA2_annexin_II.txt.gz,ANXA2,4961_17,15,60347134.0,60402883.0,annexin II,Annexin A2,ANXA2,P07355,ENSG00000182718,302,HGNC:537
4962_52_CDNF_ARMEL.txt.gz,CDNF,4962_52,10,14819245.0,14838575.0,ARMEL,Cerebral dopamine neurotrophic factor,CDNF,Q49AH0,ENSG00000185267,441549,HGNC:24913
4963_19_ARPP19_ARP19.txt.gz,ARPP19,4963_19,15,52547045.0,52569883.0,ARP19,cAMP-regulated phosphoprotein 19,ARPP19,P56211,ENSG00000128989,10776,HGNC:16967
4964_67_ERAP1_ARTS1.txt.gz,ERAP1,4964_67,5,96760810.0,96808100.0,ARTS1,Endoplasmic reticulum aminopeptidase 1,ERAP1,Q9NZ08,ENSG00000164307,51752,HGNC:18173
4965_27_ATP5B_ATP_synthase_beta_chain.txt.gz,ATP5B,4965_27,12,56638175.0,56645984.0,ATP synthase beta chain,"ATP synthase subunit beta, mitochondrial",ATP5B,P06576,ENSG00000110955,506,HGNC:830
4967_1_C1QBP_C1QBP.txt.gz,C1QBP,4967_1,17,5432777.0,5448830.0,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,Q07021,ENSG00000108561,708,HGNC:1243
4968_50_CAPG_CAPG.txt.gz,CAPG,4968_50,2,85394753.0,85418432.0,CAPG,Macrophage-capping protein,CAPG,P40121,ENSG00000042493,822,HGNC:1474
4969_2_CA1_Carbonic_anhydrase_I.txt.gz,CA1,4969_2,8,85327608.0,85379014.0,Carbonic anhydrase I,Carbonic anhydrase 1,CA1,P00915,ENSG00000133742,759,HGNC:1368
4970_55_CA2_carbonic_anhydrase_II.txt.gz,CA2,4970_55,8,85463968.0,85481493.0,carbonic anhydrase II,Carbonic anhydrase 2,CA2,P00918,ENSG00000104267,760,HGNC:1373
4971_1_CTSZ_CATZ.txt.gz,CTSZ,4971_1,20,58985686.0,59008238.0,CATZ,Cathepsin Z,CTSZ,Q9UBR2,ENSG00000101160,1522,HGNC:2547
4973_18_BIRC3_cIAP_2.txt.gz,BIRC3,4973_18,11,102317484.0,102339403.0,cIAP-2,Baculoviral IAP repeat-containing protein 3,BIRC3,Q13489,ENSG00000023445,330,HGNC:591
4976_57_CRK_CRK.txt.gz,CRK,4976_57,17,1420689.0,1463162.0,CRK,Adapter molecule crk,CRK,P46108,ENSG00000167193,1398,HGNC:2362
4978_54_DBNL_DBNL.txt.gz,DBNL,4978_54,7,44044640.0,44069456.0,DBNL,Drebrin-like protein,DBNL,Q9UJU6,ENSG00000136279,28988,HGNC:2696
4979_34_DPT_DERM.txt.gz,DPT,4979_34,1,168695468.0,168729206.0,DERM,Dermatopontin,DPT,Q07507,ENSG00000143196,1805,HGNC:3011
4981_6_DSC3_DSC3.txt.gz,DSC3,4981_6,18,30989365.0,31042815.0,DSC3,Desmocollin-3,DSC3,Q14574,ENSG00000134762,1825,HGNC:3037
4982_54_PI3_Elafin.txt.gz,PI3,4982_54,20,45174902.0,45176544.0,Elafin,Elafin,PI3,P19957,ENSG00000124102,5266,HGNC:8947
4984_83_ESD_Esterase_D.txt.gz,ESD,4984_83,13,46771256.0,46797420.0,Esterase D,S-formylglutathione hydrolase,ESD,P10768,ENSG00000139684,2098,HGNC:3465
4985_11_FABP5_FABPE.txt.gz,FABP5,4985_11,8,81280536.0,81284777.0,FABPE,"Fatty acid-binding protein, epidermal",FABP5,Q01469,ENSG00000164687,2171,HGNC:3560
4986_59_PTK2_FAK1.txt.gz,PTK2,4986_59,8,140657900.0,141002216.0,FAK1,Focal adhesion kinase 1,PTK2,Q05397,ENSG00000169398,5747,HGNC:9611
4987_17_FCAR_FCAR.txt.gz,FCAR,4987_17,19,54874235.0,54891420.0,FCAR,Immunoglobulin alpha Fc receptor,FCAR,P24071,ENSG00000186431,2204,HGNC:3608
4988_49_FGFR4_FGFR4.txt.gz,FGFR4,4988_49,5,177086905.0,177098144.0,FGFR4,Fibroblast growth factor receptor 4,FGFR4,P22455,ENSG00000160867,2264,HGNC:3691
4989_7_FGG_Fibrinogen_g_chain_dimer.txt.gz,FGG,4989_7,4,154604134.0,154612967.0,Fibrinogen g-chain dimer,Fibrinogen gamma chain,FGG,P02679,ENSG00000171557,2266,HGNC:3694
4990_87_GP1BA_GP1BA.txt.gz,GP1BA,4990_87,17,4932277.0,4935023.0,GP1BA,Platelet glycoprotein Ib alpha chain,GP1BA,P07359,ENSG00000185245,2811,HGNC:4439
4991_12_GPC5_GPC5.txt.gz,GPC5,4991_12,13,91398621.0,92873682.0,GPC5,Glypican-5,GPC5,P78333,ENSG00000179399,2262,HGNC:4453
4992_49_GRN_GRN.txt.gz,GRN,4992_49,17,44345246.0,44353106.0,GRN,Granulins,GRN,P28799,ENSG00000030582,2896,HGNC:4601
4993_16_GSTA3_GSTA3.txt.gz,GSTA3,4993_16,6,52896639.0,52909698.0,GSTA3,Glutathione S-transferase A3,GSTA3,Q16772,ENSG00000174156,2940,HGNC:4628
4995_16_HPGD_HPG_.txt.gz,HPGD,4995_16,4,174490175.0,174523154.0,HPG-,15-hydroxyprostaglandin dehydrogenase [NAD(+)],HPGD,P15428,ENSG00000164120,3248,HGNC:5154
4996_66_HRG_HRG.txt.gz,HRG,4996_66,3,186660216.0,186678234.0,HRG,Histidine-rich glycoprotein,HRG,P04196,ENSG00000113905,3273,HGNC:5181
4997_19_EIF4A3_IF4A3.txt.gz,EIF4A3,4997_19,17,80134369.0,80147151.0,IF4A3,Eukaryotic initiation factor 4A-III,EIF4A3,P38919,ENSG00000141543,9775,HGNC:18683
5000_52_LGALS3BP_LG3BP.txt.gz,LGALS3BP,5000_52,17,78971238.0,78979947.0,LG3BP,Galectin-3-binding protein,LGALS3BP,Q08380,ENSG00000108679,3959,HGNC:6564
5001_6_SCGB2A1_Mammaglobin_2.txt.gz,SCGB2A1,5001_6,11,62208673.0,62213943.0,Mammaglobin 2,Mammaglobin-B,SCGB2A1,O75556,ENSG00000124939,4246,HGNC:7051
