Sequence_ID,Full_name,Target_Name,UniprotID,EntrezeeGene_Nname
23017-17,Reticulocalbin-3,RCN3,Q96D15,RCN3
23018-4,Lithostathine-1-beta,REG1B,P48304,REG1B
23020-18,Regulator of G-protein signaling 4,RGS4,P49798,RGS4
23022-5,Rab GDP dissociation inhibitor alpha,RhoGDI,P31150,GDI1
23023-21,Protein S100-A14,S100A14,Q9HCY8,S100A14
23024-25,GTP-binding protein SAR1a,SAR1A,Q9NR31,SAR1A
23028-49,Syntenin-2,SDCB2,Q9H190,SDCBP2
23029-3,Endophilin-A3,SH3G3,Q99963,SH3GL3
23030-4,Sialic acid-binding Ig-like lectin 5,Siglec-5,O15389,SIGLEC5
23031-6,NAD-dependent protein deacetylase sirtuin-2,SIRT2,Q8IXJ6,SIRT2
23034-13,VPS10 domain-containing receptor SorCS3,SORC3,Q9UPU3,SORCS3
23037-37,Ubiquitin-conjugating enzyme E2 D3,UB2D3,P61077,UBE2D3
23038-63,Netrin receptor UNC5B,UNC5B,Q8IZJ1,UNC5B
23039-56,Homeobox protein MOX-2,MEOX2,P50222,MEOX2
23148-100,Endothelial cell-derived lipase,Endothelial lipase,Q9Y5X9,LIPG
23152-49,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2,BACD2,Q13829,TNFAIP1
23153-14,BIK,BIK,Q13323,BIK
23156-146,Caspase-10:region 2,Caspase-10:region 2,Q92851,CASP10
23161-3,BTB/POZ domain-containing protein KCTD6,KCTD6,Q8NC69,KCTD6
23162-36,Mitogen-activated protein kinase kinase kinase 10,M3K10,Q02779,MAP3K10
23164-8,Mitochondrial pyruvate carrier 1,MPC1,Q9Y5U8,MPC1
23173-3,Metalloproteinase inhibitor 1,TIMP-1,P01033,TIMP1
23176-17,Beta-dystroglycan,Beta-dystroglycan,Q14118,DAG1
23178-95,Histamine N-methyltransferase,HNMT,P50135,HNMT
23181-2,Leukocyte tyrosine kinase receptor,LTK,P29376,LTK
23183-6,E3 ubiquitin-protein ligase RNF31,RNF31,Q96EP0,RNF31
23187-9,Deubiquitinating protein VCIP135,VCIP1,Q96JH7,VCPIP1
23200-25,Complement C1q tumor necrosis factor-related protein 4,C1QT4,Q9BXJ3,C1QTNF4
23202-78,Ecto-ADP-ribosyltransferase 5,NAR5,Q96L15,ART5
23203-3,Retinoid-inducible serine carboxypeptidase,RISC,Q9HB40,SCPEP1
23210-4,ETS translocation variant 2,ETV2,O00321,ETV2
23212-8,Protein EURL homolog,EURL,Q9NYK6,EURL
23213-21,Uncharacterized protein C11orf70,CK070,Q9BRQ4,CFAP300
23224-11,Regucalcin,RGN,Q15493,RGN
23225-26,E3 ubiquitin-protein ligase TRIM62,TRI62,Q9BVG3,TRIM62
23226-42,"ATP synthase B chain, mitochondrial",AT5F1,P24539,ATP5PB
23228-2,Uncharacterized protein C12orf76,CL076,Q8N812,C12orf76
23241-27,Mitochondrial import inner membrane translocase subunit Tim10 B,T10B,Q9Y5J6,TIMM10B
23242-2,Sjoegren syndrome nuclear autoantigen 1,SSNA1,O43805,SSNA1
23243-120,40S ribosomal protein S25,RS25,P62851,RPS25
23245-5,Speriolin-like protein,SPC1L,Q9H0A9,SPATC1L
23246-67,Biogenesis of lysosome-related organelles complex 1 subunit 1,BL1S1,P78537,BLOC1S1
23248-1,X antigen family member 2,XAGE2,Q96GT9,XAGE2
23250-3,Transcription elongation factor A protein-like 4,TCAL4,Q96EI5,TCEAL4
23252-4,DnaJ homolog subfamily B member 3,DNJB3,Q8WWF6,DNAJB3
23253-5,Catechol O-methyltransferase domain-containing protein 1,CMTD1,Q86VU5,COMTD1
23254-31,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,NDUF3,Q9BU61,NDUFAF3
23255-7,Ras-related protein Rab-33A,Rab-33A,Q14088,RAB33A
23256-21,TLD domain-containing protein 2,TLDC2,A0PJX2,TLDC2
23257-14,COMM domain-containing protein 10,COMDA,Q9Y6G5,COMMD10
23258-56,Cytochrome c oxidase assembly factor 7,COA7,Q96BR5,COA7
23259-23,EEF1A lysine methyltransferase 1,EFMT1,Q8WVE0,EEF1AKMT1
23261-27,Uncharacterized protein C1orf50,CA050,Q9BV19,C1orf50
23262-11,Beta-crystallin B3,CRBB3,P26998,CRYBB3
23263-9,BTB/POZ domain-containing protein KCTD15,KCD15,Q96SI1,KCTD15
23264-42,Mediator of RNA polymerase II transcription subunit 10,MED10,Q9BTT4,MED10
23265-15,Tumor protein D54,TPD54,O43399,TPD52L2
23266-62,MIT domain-containing protein 1,MITD1,Q8WV92,MITD1
23267-5,BTB/POZ domain-containing protein KCTD6,KCTD6,Q8NC69,KCTD6
23268-15,Protein FRG1,FRG1,Q14331,FRG1
23269-40,CKLF-like MARVEL transmembrane domain-containing protein 4,CKLF4,Q8IZR5,CMTM4
23270-14,Spermatogenesis-associated protein 33,SPT33,Q96N06,SPATA33
23271-20,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP,Q15125,EBP
23272-8,Protein DPCD,DPCD,Q9BVM2,DPCD
23273-42,UPF0193 protein EVG1,EVG1,Q9BZE7,C22orf23
23274-27,EF-hand calcium-binding domain-containing protein 1,EFCB1,Q9HAE3,CLXN
23275-9,Sarcospan,SSPN,Q14714,SSPN
23276-14,UPF0561 protein C2orf68,CB068,Q2NKX9,C2orf68
23278-13,"39S ribosomal protein L12, mitochondrial",39S ribosomal protein L12,P52815,MRPL12
23280-9,Akirin-2,AKIR2,Q53H80,AKIRIN2
23281-29,ADP-ribosylation factor-like protein 8A,ARL8A,Q96BM9,ARL8A
23282-19,Ras-related protein Rab-37,RAB37,Q96AX2,RAB37
23283-9,Ras-related protein Rab-43,RAB43,Q86YS6,RAB43
23284-5,LIM domain only transcription factor protein 4,LMO4,P61968,LMO4
23285-51,BTB/POZ domain-containing protein KCTD2,KCTD2,Q14681,KCTD2
23286-2,RING finger protein 141,RN141,Q8WVD5,RNF141
23287-109,NADH dehydrogenase,NDUB6,O95139,NDUFB6
23288-28,Leucine-rich repeat-containing protein 20,LRC20,Q8TCA0,LRRC20
23289-25,Neurogenin-1,NGN1,Q92886,NEUROG1
23290-3,Survival motor neuron protein,SMN,Q16637,SMN1
23291-18,"PTB-containing, cubilin and LRP1-interacting protein",PCLI1,Q7Z2X4,PID1
23292-1,Centrosomal protein of 112 kDa,CE112,Q8N8E3,CEP112
23293-15,Glutathione-specific gamma-glutamylcyclotransferase 1,CHAC1,Q9BUX1,CHAC1
23294-19,Max-like protein X,MLX,Q9UH92,MLX
23296-29,SARP-3,SARP-3,Q5T4F7,SFRP5
23298-148,Acyl-coenzyme A thioesterase THEM4,THEM4,Q5T1C6,THEM4
23299-52,Tubulin polymerization-promoting protein,TPPP,O94811,TPPP
2330-2,Stromal cell-derived factor 1,SDF-1,P48061,CXCL12
23300-3,RNA-binding protein with multiple splicing 2,RBPS2,Q6ZRY4,RBPMS2
23301-2,MSX-2,MSX-2,P35548,MSX2
23302-19,Proline-rich AKT1 substrate 1,AKTS1,Q96B36,AKT1S1
23303-131,Thioredoxin domain-containing protein 9,TXND9,O14530,TXNDC9
23304-1,Protein NipSnap homolog 3B,NPS3B,Q9BS92,NIPSNAP3B
23305-38,Receptor expression-enhancing protein 2,REEP2,Q9BRK0,REEP2
23306-37,Polyamine-modulated factor 1,PMF1,Q6P1K2,PMF1
23307-7,Clusterin-associated protein 1,CLUA1,Q96AJ1,CLUAP1
23308-31,BTB/POZ domain-containing protein KCTD1,KCTD1,Q719H9,KCTD1
23309-11,Homologous-pairing protein 2 homolog,HOP2,Q9P2W1,PSMC3IP
23310-51,Ras-related protein Rab-38,RAB38,P57729,RAB38
23311-19,Ribonuclease P protein subunit p25,RPP25,Q9BUL9,RPP25
23312-16,Rab-like protein 3,RABL3,Q5HYI8,RABL3
23314-46,Coiled-coil domain-containing protein 103,CC103,Q8IW40,CCDC103
23315-30,Protein FAM9B,FAM9B,Q8IZU0,FAM9B
23317-10,Dehydrogenase/reductase SDR family member 11,DHR11,Q6UWP2,DHRS11
23318-60,Phosphatidylcholine transfer protein,PPCT,Q9UKL6,PCTP
23319-6,AN1-type zinc finger protein 2B,ZFN2B,Q8WV99,ZFAND2B
23320-11,Multivesicular body subunit 12B,MB12B,Q9H7P6,MVB12B
23321-42,Coiled-coil domain-containing protein 95,CCD95,Q8NBZ0,INO80E
23322-2,Musculin,MUSC,O60682,MSC
23323-25,Dual specificity phosphatase DUPD1,DUPD1,Q68J44,DUSP29
23324-6,Heat shock protein beta-3,HSPB3,Q12988,HSPB3
23325-18,Uncharacterized protein C16orf45,CP045,Q96MC5,BMERB1
23326-10,Glutathione S-transferase A2,GSTA2,P09210,GSTA2
23327-1,BLOC-1-related complex subunit 5,BORC5,Q969J3,BORCS5
23329-52,Ras-related protein Rab-4B,RAB4B,P61018,RAB4B
2333-72,Transforming growth factor beta-1,TGF-b1,P01137,TGFB1
23330-12,Uncharacterized protein C22orf13,CV013,Q96NT3,GUCD1
23334-21,Late cornified envelope protein 3C,LCE3C,Q5T5A8,LCE3C
23335-31,Protein FAM229A,F229A,H3BQW9,FAM229A
23336-2,Putative potassium channel regulatory protein,KCNRG,Q8N5I3,KCNRG
23337-54,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3,BACD3,Q9H3F6,KCTD10
23339-46,Transcription factor 24,TCF24,Q7RTU0,TCF24
23340-37,Methylthioribose-1-phosphate isomerase,MTNA,Q9BV20,MRI1
23341-16,Meiotic recombination protein DMC1/LIM15 homolog,DMC1,Q14565,DMC1
23342-4,Arrestin domain-containing protein 5,ARRD5,A6NEK1,ARRDC5
23343-6,Protein rogdi homolog,ROGDI,Q9GZN7,ROGDI
23345-2,N-terminal EF-hand calcium-binding protein 1,NECA1,Q8N987,NECAB1
23349-5,Choline-phosphate cytidylyltransferase A,PCY1A,P49585,PCYT1A
23350-66,Protein FAM118B,F118B,Q9BPY3,FAM118B
23351-59,Protein arginine N-methyltransferase 1,ANM1,Q99873,PRMT1
23352-9,Dysbindin,DTBP1,Q96EV8,DTNBP1
23354-12,Beta-crystallin A2,CRBA2,P53672,CRYBA2
23356-32,Coiled-coil domain-containing protein 24,CCD24,Q8N4L8,CCDC24
23358-42,Protein FAM118A,F118A,Q9NWS6,FAM118A
23359-25,Pre-mRNA-splicing regulator WTAP,FL2D,Q15007,WTAP
23361-20,RNA-binding protein 4,RBM4,Q9BWF3,RBM4
23362-26,Cytosolic 5'-nucleotidase 1A,5NT1A,Q9BXI3,NT5C1A
23363-41,Poly(rC)-binding protein 2,PCBP2,Q15366,PCBP2
23364-3,Uridine-cytidine kinase 1,UCK1,Q9HA47,UCK1
23365-7,Fibronectin type III domain-containing protein 8,FNDC8,Q8TC99,FNDC8
23366-15,Ubiquitin-like protein 7,UBL7,Q96S82,UBL7
23367-8,Ankyrin repeat domain-containing protein 40,ANR40,Q6AI12,ANKRD40
23369-17,"Phytanoyl-CoA dioxygenase, peroxisomal",PAHX,O14832,PHYH
23370-39,Voltage-gated potassium channel subunit beta-3,KCAB3,O43448,KCNAB3
23371-5,NIF3-like protein 1,NIF3L,Q9GZT8,NIF3L1
23372-112,Endoplasmic reticulum-Golgi intermediate compartment protein 1,ERGI1,Q969X5,ERGIC1
23373-77,Diphthine methyl ester synthase,DPH5,Q9H2P9,DPH5
23374-42,N-terminal EF-hand calcium-binding protein 3,NECA3,Q96P71,NECAB3
23375-4,Ret finger protein-like 3,RFPL3,O75679,RFPL3
23376-56,Actin-related protein 2/3 complex subunit 2,ARPC2,O15144,ARPC2
23378-29,CGG triplet repeat-binding protein 1,CGBP1,Q9UFW8,CGGBP1
23379-60,UPF0472 protein C16orf72,CP072,Q14CZ0,C16orf72
23380-16,Trans-3-hydroxy-L-proline dehydratase,T3HPD,Q96EM0,L3HYPDH
23381-8,Septin-1,Sep-01,Q8WYJ6,SEPTIN1
23382-30,Variable charge X-linked protein 3,VCX3,Q9NNX9,VCX3A
23384-19,BTB/POZ domain-containing protein KCTD17,KCD17,Q8N5Z5,KCTD17
23385-18,Cytosolic arginine sensor for mTORC1 subunit 1,CAST1,Q8WTX7,CASTOR1
23386-38,T-complex protein 10A homolog 2,TCP2L,B9ZVM9,TCP10L2
23387-18,TIP41-like protein,TIPRL,O75663,TIPRL
23389-28,Fumarylacetoacetate hydrolase domain-containing protein 2A,FAH2A,Q96GK7,FAHD2A
23390-6,Coiled-coil domain-containing protein 107,CC107,Q8WV48,CCDC107
23391-20,Protein XRP2,XRP2,O75695,RP2
23392-41,Pleckstrin homology domain-containing family A member 3,PKHA3,Q9HB20,PLEKHA3
23393-56,1-acylglycerol-3-phosphate O-acyltransferase ABHD5,ABHD5,Q8WTS1,ABHD5
23394-125,Growth arrest-specific protein 2,GAS2,O43903,GAS2
23395-5,"KH domain-containing, RNA-binding, signal transduction-associated protein 2",KHDR2,Q5VWX1,KHDRBS2
23396-21,Twinfilin-2,TWF2,Q6IBS0,TWF2
23398-1,DNA-directed RNA polymerase II subunit GRINL1A,GRL1A,P0CAP2,POLR2M
23399-35,Nucleoporin NUP53,NUP53,Q8NFH5,NUP35
23401-3,DAZ-associated protein 1,DAZP1,Q96EP5,DAZAP1
23402-147,Ganglioside-induced differentiation-associated protein 1-like 1,GD1L1,Q96MZ0,GDAP1L1
23403-64,Cdc42 effector protein 4,BORG4,Q9H3Q1,CDC42EP4
23404-16,Mitotic spindle assembly checkpoint protein MAD2B,MD2L2,Q9UI95,MAD2L2
23405-33,HORMA domain-containing protein 2,HORM2,Q8N7B1,HORMAD2
23406-3,Ras association domain-containing protein 5,RASF5,Q8WWW0,RASSF5
23407-9,"S-acyl fatty acid synthase thioesterase, medium chain",SAST,Q9NV23,OLAH
23408-1,Sorting nexin 16,Sorting nexin 16,P57768,SNX16
23409-83,Synapse-associated protein 1,SYAP1,Q96A49,SYAP1
23410-46,Eukaryotic translation initiation factor 3 subunit M,EIF3M,Q7L2H7,EIF3M
23411-108,Paraneoplastic antigen Ma2,PNMA2,Q9UL42,PNMA2
23413-38,Ankyrin repeat domain-containing protein 45,ANR45,Q5TZF3,ANKRD45
23414-12,Zinc finger protein 483,ZN483,Q8TF39,ZNF483
23416-47,Sorting nexin-15,Sorting nexin-15,Q9NRS6,SNX15
23418-66,Coiled-coil domain-containing protein 92,CCD92,Q53HC0,CCDC92
23422-47,Replication factor C 37 kDa subunit,RFC4,P35249,RFC4
23424-4,Ankyrin repeat domain-containing protein 63,ANR63,C9JTQ0,ANKRD63
23425-19,Ermin,ERMIN,Q8TAM6,ERMN
23426-1,Variable charge X-linked protein 1,VCX1,Q9H320,VCX
23518-7,Protein FAM151B,F151B,Q6UXP7,FAM151B
23519-91,Transmembrane protein 221,TM221,A6NGB7,TMEM221
23520-60,Beta-lactamase-like protein FLJ75971,YE006,Q68D91,MBLAC2
23521-29,Nucleoside diphosphate kinase 7,NDK7,Q9Y5B8,NME7
23522-1,GTPase IMAP family member GIMD1,GIMD1,P0DJR0,GIMD1
23523-14,Protein FAM49A,FA49A,Q9H0Q0,CYRIA
23524-2,Protein N-terminal asparagine amidohydrolase,NTAN1,Q96AB6,NTAN1
23525-27,Nitric oxide synthase-interacting protein,NOSIP,Q9Y314,NOSIP
23526-25,Protein KTI12 homolog,KTI12,Q96EK9,KTI12
23528-199,Phytanoyl-CoA hydroxylase-interacting protein-like,PHIPL,Q96FC7,PHYHIPL
23529-11,"StAR-related lipid transfer protein 7, mitochondrial",STAR7,Q9NQZ5,STARD7
23530-3,Tropomodulin-4,TMOD4,Q9NZQ9,TMOD4
23531-79,Hematopoietic SH2 domain-containing protein,HSH2D,Q96JZ2,HSH2D
23534-27,Protein RTF2 homolog,RTF2,Q9BY42,RTF2
23535-3,Protein FAM45A,FA45A,Q8TCE6,DENND10
23536-14,Uncharacterized protein C19orf84,CS084,I3L1E1,C19orf84
23537-4,Transcription factor Sp6,SP6,Q3SY56,SP6
23540-3,CDK-activating kinase assembly factor MAT1,MAT1,P51948,MNAT1
23541-61,"Citrate lyase subunit beta-like protein, mitochondrial",CLYBL,Q8N0X4,CLYBL
23542-8,Golgi phosphoprotein 3-like,GLP3L,Q9H4A5,GOLPH3L
23543-92,Probable tRNA pseudouridine synthase 1,TRUB1,Q8WWH5,TRUB1
23544-10,T-complex protein 10A homolog,TCP10,Q12799,TCP10L3
23545-6,Nuclear distribution protein nudE-like 1,NDEL1,Q9GZM8,NDEL1
23546-9,Hydroxyacylglutathione hydrolase-like protein,HAGHL,Q6PII5,HAGHL
23547-21,Transcription elongation factor A protein 3,TCEA3,O75764,TCEA3
23550-10,Keratinocyte differentiation factor 1,KDF1,Q8NAX2,KDF1
23551-15,Transcriptional adapter 3,TADA3,O75528,TADA3
23553-1,ABI gene family member 3,ABI3,Q9P2A4,ABI3
23554-2,SH2 domain-containing adapter protein D,SHD,Q96IW2,SHD
23555-11,GTP-binding protein RAD,RAD,P55042,RRAD
23556-4,Transcription cofactor vestigial-like protein 4,VGLL4,Q14135,VGLL4
23557-110,F-actin-capping protein subunit beta,CAPZB,P47756,CAPZB
23558-33,Methyltransferase-like protein 2B,MET2B,Q6P1Q9,METTL2B
23559-10,DDRGK domain-containing protein 1,DDRGK,Q96HY6,DDRGK1
23560-154,Centrosomal protein of 41 kDa,CEP41,Q9BYV8,CEP41
23561-4,Coiled-coil domain-containing protein 97,CCD97,Q96F63,CCDC97
23564-83,Protein-lysine methyltransferase METTL21C,MT21C,Q5VZV1,METTL21C
23566-6,Apolipoprotein-L2,ApoL-II,Q9BQE5,APOL2
23567-37,Guanine nucleotide-binding protein G(q) subunit alpha,GNAQ,P50148,GNAQ
23568-41,Homeobox protein Meis2,MEIS2,O14770,MEIS2
23569-53,START domain-containing protein 10,STA10,Q9Y365,STARD10
23570-87,Zinc finger protein with KRAB and SCAN domains 7,ZKSC7,Q9P0L1,ZKSCAN7
23571-93,Coiled-coil domain-containing protein 94,CCD94,Q9BW85,YJU2
23572-186,tRNA wybutosine-synthesizing protein 3 homolog,TYW3,Q6IPR3,TYW3
23575-58,Cytochrome c oxidase assembly protein COX19,COX19,Q49B96,COX19
23576-46,Protein BEX4,BEX4,Q9NWD9,BEX4
23578-6,Small integral membrane protein 3,SMIM3,Q9BZL3,SMIM3
23579-3,Kita-kyushu lung cancer antigen 1,KKLC1,Q5H943,CT83
2358-19,Vascular endothelial growth factor receptor 3,VEGF sR3,P35916,FLT4
23580-2,Proline-rich protein 15,PRR15,Q8IV56,PRR15
23581-131,Obestatin,Obestatin,Q9UBU3,GHRL
23584-2,Nucleotide triphosphate diphosphatase NUDT15,NUD15,Q9NV35,NUDT15
23586-32,Cancer/testis antigen 1B,Cancer/testis antigen 1B,P78358,CTAG1B | CTAG1A
23588-9,Hydroxysteroid dehydrogenase-like protein 2,HSDL2,Q6YN16,HSDL2
23589-21,Protein phosphatase 1 regulatory subunit 27,PPR27,Q86WC6,PPP1R27
23591-9,piRNA biogenesis protein EXD1,EXD1,Q8NHP7,EXD1
23593-14,Protein MB21D2,M21D2,Q8IYB1,MB21D2
23594-2,Nuclear receptor 2C2-associated protein,NR2CA,Q86WQ0,NR2C2AP
23595-6,Laccase domain-containing protein 1,LACC1,Q8IV20,LACC1
23596-17,Coiled-coil domain-containing protein 89,CCD89,Q8N998,CCDC89
23597-11,Arf-GAP domain and FG repeat-containing protein 2,AGFG2,O95081,AGFG2
23601-43,Acyl-coenzyme A thioesterase 12,ACO12,Q8WYK0,ACOT12
23602-35,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,NAPEP,Q6IQ20,NAPEPLD
23605-3,T-complex protein 11-like protein 1,T11L1,Q9NUJ3,TCP11L1
23606-18,Sterile alpha motif domain-containing protein 4B,SAM4B,Q5PRF9,SAMD4B
23607-1,Uncharacterized protein C16orf71,CP071,Q8IYS4,DNAAF8
23611-16,MARVEL domain-containing protein 2,MALD2,Q8N4S9,MARVELD2
23615-4,TRM112-like protein,TR112,Q9UI30,TRMT112
23616-4,Protein-arginine deiminase type-1,PADI1,Q9ULC6,PADI1
23617-15,Huntingtin-interacting protein K,HYPK,Q9NX55,HYPK
23618-23,Zinc finger protein 593,ZN593,O00488,ZNF593
23619-235,Leydig cell tumor 10 kDa protein homolog,L10K,Q9UNZ5,C19orf53
23620-16,CapZ-interacting protein,CPZIP,Q6JBY9,RCSD1
23621-326,Mitochondrial import inner membrane translocase subunit Tim13,TIM13,Q9Y5L4,TIMM13
23622-128,SOSS complex subunit C,SOSSC,Q9NRY2,INIP
23623-48,Diphosphoinositol polyphosphate phosphohydrolase 3-beta,NUD11,Q96G61,NUDT11
23624-34,Gamma-secretase subunit PEN-2,PEN2,Q9NZ42,PSENEN
23625-44,Uncharacterized protein KIAA1143,K1143,Q96AT1,KIAA1143
23627-3,UPF0369 protein C6orf57,CF057,Q5VUM1,SDHAF4
23629-4,Vimentin-type intermediate filament-associated coiled-coil protein,VMAC,Q2NL98,VMAC
23631-1,N-acetylgalactosamine kinase,GALK2,Q01415,GALK2
23632-22,Schlafen-like protein 1,SLNL1,Q499Z3,SLFNL1
23637-55,E3 ubiquitin-protein ligase RNF25,RNF25,Q96BH1,RNF25
23638-3,Carnosine N-methyltransferase,CARME,Q8N4J0,CARNMT1
23639-93,Probable aminopeptidase NPEPL1,PEPL1,Q8NDH3,NPEPL1
23640-10,EH domain-containing protein 2,EHD2,Q9NZN4,EHD2
23643-22,Peroxisomal multifunctional enzyme type 2,DHB4,P51659,HSD17B4
23644-19,Dihydroxyacetone kinase,DAK,Q3LXA3,TKFC
23645-49,2-hydroxyacyl-CoA lyase 1,HACL1,Q9UJ83,HACL1
23646-5,Aryl-hydrocarbon-interacting protein-like 1,AIPL1,Q9NZN9,AIPL1
23648-36,Protein DDI1 homolog 1,DDI1,Q8WTU0,DDI1
23649-6,Kelch-like protein 2,KLHL2,O95198,KLHL2
23650-2,Dematin,Dematin,Q08495,DMTN
23652-15,Peroxisomal sarcosine oxidase,SOX,Q9P0Z9,PIPOX
23654-6,"Alpha-1,3-mannosyltransferase ALG2",ALG2,Q9H553,ALG2
23656-9,Pseudouridylate synthase 7 homolog,PUS7,Q96PZ0,PUS7
23657-102,Heterogeneous nuclear ribonucleoprotein L-like,HNRLL,Q8WVV9,HNRNPLL
23658-1,"Probable asparagine--tRNA ligase, mitochondrial",SYNM,Q96I59,NARS2
23659-2,Basic leucine zipper and W2 domain-containing protein 2,BZW2,Q9Y6E2,BZW2
23660-112,Kelch-like protein 41,KLH41,O60662,KLHL41
23661-61,Probable Xaa-Pro aminopeptidase 3,XPP3,Q9NQH7,XPNPEP3
23662-10,SH3 domain-binding protein 5,3BP5,O60239,SH3BP5
23663-28,Vacuolar ATP synthase subunit C 1,VATC1,P21283,ATP6V1C1
23664-17,Rhotekin,RTKN,Q9BST9,RTKN
23665-35,26S protease regulatory subunit 6A,PRS6A,P17980,PSMC3
23666-35,Bifunctional purine biosynthesis protein PURH,PUR9,P31939,ATIC
23668-281,Mitochondrial dynamics protein MID51,MID51,Q9NQG6,MIEF1
23669-20,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2,GFPT2,O94808,GFPT2
23670-11,2-(3-amino-3-carboxypropyl)histidine synthase subunit 2,DPH2,Q9BQC3,DPH2
23671-11,Protein Spindly,SPDLY,Q96EA4,SPDL1
23672-10,26S proteasome non-ATPase regulatory subunit 6,PSMD6,Q15008,PSMD6
23673-9,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",ODB2,P11182,DBT
23675-16,Centrosomal protein of 76 kDa,CEP76,Q8TAP6,CEP76
23677-30,NCK-interacting protein with SH3 domain,SPN90,Q9NZQ3,NCKIPSD
23678-132,Transcription factor SOX-10,SOX10,P56693,SOX10
23679-43,Sister chromatid cohesion protein DCC1,DCC1,Q9BVC3,DSCC1
23680-1,MCP-1 Induced Protein,MCPIP,Q5D1E8,ZC3H12A
23682-79,Small RNA 2'-O-methyltransferase,HENMT,Q5T8I9,HENMT1
23683-79,Tripartite motif-containing protein 55,TRI55,Q9BYV6,TRIM55
23685-132,Meiosis 1 arrest protein,M1AP,Q8TC57,M1AP
23686-44,CWF19-like protein 1,C19L1,Q69YN2,CWF19L1
23687-27,TBC1 domain family member 20,TBC20,Q96BZ9,TBC1D20
23689-52,Copine-6,CPNE6,O95741,CPNE6
23690-228,RNA-binding protein 41,RBM41,Q96IZ5,RBM41
23691-2,Tubulin--tyrosine ligase-like protein 12,TTL12,Q14166,TTLL12
23692-19,"Acyl-CoA synthetase short-chain family member 3, mitochondrial",ACSS3,Q9H6R3,ACSS3
23693-4,MAP kinase-interacting serine/threonine-protein kinase 1,MKNK1,Q9BUB5,MKNK1
23694-3,Asparagine synthetase,ASNS,P08243,ASNS
23695-1,Fibronectin type III and SPRY domain-containing protein 1,FSD1,Q9BTV5,FSD1
23696-256,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,TRM6,Q9UJA5,TRMT6
23699-61,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",ODO2,P36957,DLST
23700-42,ATP-binding cassette sub-family F member 3,ABCF3,Q9NUQ8,ABCF3
23702-98,SH3KBP1-binding protein 1,SHKB1,Q8TBC3,SHKBP1
23703-8,PDZ and LIM domain protein 5,PDLI5,Q96HC4,PDLIM5
23704-11,Transmembrane protein 24,TMM24,O14523,C2CD2L
23705-42,CTP synthase 1,PYRG1,P17812,CTPS1
23706-13,"tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial",TR61B,Q9BVS5,TRMT61B
23767-1,UPF0705 protein C11orf49,CK049,Q9H6J7,CSTPP1
23771-17,Cyclic AMP-dependent transcription factor ATF-5,ATF5,Q9Y2D1,ATF5
23783-22,Protein FAM110A,F110A,Q9BQ89,FAM110A
2381-52,Complement C5,C5,P01031,C5
23903-3,"Aspartate aminotransferase, mitochondrial",GOT2,P00505,GOT2
23915-18,Ras-related protein Rab-7,Rab-7,P51149,RAB7A
23923-26,Protein phosphatase 1F,PPM1F,P49593,PPM1F
23929-159,Proline-rich transmembrane protein 2,PRRT2,Q7Z6L0,PRRT2
23949-12,CD29,CD29,P05556,ITGB1
23967-8,PAXIP1-associated protein 1,PA1,Q9BTK6,PAGR1
23981-172,Carboxypeptidase A1,CBPA1,P15085,CPA1
24011-27,V-set and immunoglobulin domain-containing protein 10-like,VS10L,Q86VR7,VSIG10L
24013-6,Metabotropic glutamate receptor 4,GRM4,Q14833,GRM4
24023-35,soluble Endothelial protein C receptor,sEPCR,Q9UNN8,PROCR
24027-32,Interferon epsilon-1,IFNE1,Q86WN2,IFNE
24050-26,Glycogen synthase kinase-3 beta,GSK-3 beta,P49841,GSK3B
24055-44,Cleavage stimulation factor 50 kDa subunit,CSTF1,Q05048,CSTF1
24111-10,Elongation factor 1-gamma,EF1G,P26641,EEF1G
24179-48,Phosphotriesterase-related protein,PTER,Q96BW5,PTER
2418-55,Apolipoprotein E,Apo E,P02649,APOE
24201-86,G antigen family C member 1,GAGC1,O60829,PAGE4
2421-7,Brain-derived neurotrophic factor,BDNF,P23560,BDNF
24211-25,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",HMGCL,P35914,HMGCL
24215-8,Paired mesoderm homeobox protein 1,PRRX1,P54821,PRRX1
24216-30,Mth938 domain-containing protein,AAMDC,Q9H7C9,AAMDC
24217-2,Calgranulin A,Calgranulin A,P05109,S100A8
24221-3,Peroxisome proliferator activated receptor gamma,PPAR gamma,P37231,PPARG
24222-10,Negative elongation factor A,NELFA,Q9H3P2,NELFA
24223-5,Glutathione S-transferase theta-2,GST2,P0CG29,GSTT2
24226-30,Fascin,Fascin,Q16658,FSCN1
