Protein,DECODE_exposure,DCODE_seqid,uniprot,DCODE_target_name,DCODE_target_full_name,DCODE_gene_name,DCODE_platform,DCODE_HGNC,DCODE_Approved symbol,DCODE_Approved name,DCODE_OMIM_Gene_ID,DCODE_Ensembl_gene_ID,DCODE_NCBI_Gene_ID
STAB2,STAB2_3399_31,SeqId.3399-31,Q8WWQ8,STAB2,Stabilin-2,STAB2,SomaScan v4,18629,STAB2,stabilin 2,608561,ENSG00000136011,55576
STAMBP,STAMBP_19187_21,SeqId.19187-21,O95630,STABP,STAM-binding protein,STAMBP,SomaScan v4,16950,STAMBP,STAM binding protein,606247,ENSG00000124356,10617
STAP1,STAP1_12510_3,SeqId.12510-3,Q9ULZ2,STAP1,Signal-transducing adaptor protein 1,STAP1,SomaScan v4,24133,STAP1,signal transducing adaptor family member 1,604298,ENSG00000035720,26228
STAR,STAR_10085_25,SeqId.10085-25,P49675,STAR,"Steroidogenic acute regulatory protein, mitochondrial",STAR,SomaScan v4,11359,STAR,steroidogenic acute regulatory protein,600617,ENSG00000147465,6770
STAT1,STAT1_10370_21,SeqId.10370-21,P42224,STAT1,Signal transducer and activator of transcription 1-alpha/beta,STAT1,SomaScan v4,11362,STAT1,signal transducer and activator of transcription 1,600555,ENSG00000115415,6772
STAT5B,STAT5B_16551_14,SeqId.16551-14,P51692,STA5B,Signal transducer and activator of transcription 5B,STAT5B,SomaScan v4,11367,STAT5B,signal transducer and activator of transcription 5B,604260,ENSG00000173757,6777
STAU1,STAU1_12471_47,SeqId.12471-47,O95793,STAU1,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,SomaScan v4,11370,STAU1,staufen double-stranded RNA binding protein 1,601716,ENSG00000124214,6780
STAU2,STAU2_12970_35,SeqId.12970-35,Q9NUL3,STAU2,Double-stranded RNA-binding protein Staufen homolog 2,STAU2,SomaScan v4,11371,STAU2,staufen double-stranded RNA binding protein 2,605920,ENSG00000040341,27067
STC1,STC1_4930_21,SeqId.4930-21,P52823,Stanniocalcin-1,Stanniocalcin-1,STC1,SomaScan v4,11373,STC1,stanniocalcin 1,601185,ENSG00000159167,6781
STC2,STC2_6231_46,SeqId.6231-46,O76061,STC2,Stanniocalcin-2,STC2,SomaScan v4,11374,STC2,stanniocalcin 2,603665,ENSG00000113739,8614
STIM1,STIM1_9271_101,SeqId.9271-101,Q13586,STIM1,Stromal interaction molecule 1,STIM1,SomaScan v4,11386,STIM1,stromal interaction molecule 1,605921,ENSG00000167323,6786
STK16,STK16_3471_49,SeqId.3471-49,O75716,STK16,Serine/threonine-protein kinase 16,STK16,SomaScan v4,11394,STK16,serine/threonine kinase 16,604719,ENSG00000115661,8576
STK17B,STK17B_5249_31,SeqId.5249-31,O94768,DRAK2,Serine/threonine-protein kinase 17B,STK17B,SomaScan v4,11396,STK17B,serine/threonine kinase 17b,604727,ENSG00000081320,9262
STK17B,STK17B_8399_6,SeqId.8399-6,O94768,DRAK2,Serine/threonine-protein kinase 17B,STK17B,SomaScan v4,11396,STK17B,serine/threonine kinase 17b,604727,ENSG00000081320,9262
STK24,STK24_12617_2,SeqId.12617-2,Q9Y6E0,STK24,Serine/threonine-protein kinase 24,STK24,SomaScan v4,11403,STK24,serine/threonine kinase 24,604984,ENSG00000102572,8428
STMN1,STMN1_17367_5,SeqId.17367-5,P16949,Stathmin,Stathmin,STMN1,SomaScan v4,6510,STMN1,stathmin 1,151442,ENSG00000117632,3925
STMN2,STMN2_10900_272,SeqId.10900-272,Q93045,STMN2,Stathmin-2,STMN2,SomaScan v4,10577,STMN2,stathmin 2,600621,ENSG00000104435,11075
STMN3,STMN3_8019_73,SeqId.8019-73,Q9NZ72,STMN3,Stathmin-3,STMN3,SomaScan v4,15926,STMN3,stathmin 3,608362,ENSG00000197457,50861
STMN4,STMN4_6267_51,SeqId.6267-51,Q9H169,STMN4,Stathmin-4,STMN4,SomaScan v4,16078,STMN4,stathmin 4,0,ENSG00000015592,81551
STOM,STOM_8261_51,SeqId.8261-51,P27105,STOM,Erythrocyte band 7 integral membrane protein,STOM,SomaScan v4,3383,STOM,stomatin,133090,ENSG00000148175,2040
STOML1,STOML1_17344_23,SeqId.17344-23,Q9UBI4,STML1,Stomatin-like protein 1,STOML1,SomaScan v4,14560,STOML1,stomatin like 1,608326,ENSG00000067221,9399
STOML2,STOML2_6555_58,SeqId.6555-58,Q9UJZ1,Stomatin-like protein 2,"Stomatin-like protein 2, mitochondrial",STOML2,SomaScan v4,14559,STOML2,stomatin like 2,608292,ENSG00000165283,30968
STUB1,STUB1_10336_3,SeqId.10336-3,Q9UNE7,CHIP,E3 ubiquitin-protein ligase CHIP,STUB1,SomaScan v4,11427,STUB1,STIP1 homology and U-box containing protein 1,607207,ENSG00000103266,10273
STUB1,STUB1_11350_30,SeqId.11350-30,Q9UNE7,CHIP,E3 ubiquitin-protein ligase CHIP,STUB1,SomaScan v4,11427,STUB1,STIP1 homology and U-box containing protein 1,607207,ENSG00000103266,10273
STX10,STX10_12842_43,SeqId.12842-43,O60499,STX10,Syntaxin-10,STX10,SomaScan v4,11428,STX10,syntaxin 10,603765,ENSG00000104915,8677
STX12,STX12_10418_36,SeqId.10418-36,Q86Y82,STX12,Syntaxin-12,STX12,SomaScan v4,11430,STX12,syntaxin 12,606892,ENSG00000117758,23673
STX18,STX18_9037_1,SeqId.9037-1,Q9P2W9,STX18,Syntaxin-18,STX18,SomaScan v4,15942,STX18,syntaxin 18,606046,ENSG00000168818,53407
STX1A,STX1A_19553_14,SeqId.19553-14,Q16623,STX1a,Syntaxin-1A,STX1A,SomaScan v4,11433,STX1A,syntaxin 1A,186590,ENSG00000106089,6804
STX1B,STX1B_6966_144,SeqId.6966-144,P61266,STX1B,Syntaxin-1B,STX1B,SomaScan v4,18539,STX1B,syntaxin 1B,601485,ENSG00000099365,112755
STX2,STX2_7738_299,SeqId.7738-299,P32856,STX2,Syntaxin-2,STX2,SomaScan v4,3403,STX2,syntaxin 2,132350,ENSG00000111450,2054
STX4,STX4_10668_5,SeqId.10668-5,Q12846,STX4,Syntaxin-4,STX4,SomaScan v4,11439,STX4,syntaxin 4,186591,ENSG00000103496,6810
STX6,STX6_10945_11,SeqId.10945-11,O43752,Syntaxin-6,Syntaxin-6,STX6,SomaScan v4,11441,STX6,syntaxin 6,603944,ENSG00000135823,10228
STXBP6,STXBP6_18308_30,SeqId.18308-30,Q8NFX7,STXB6,Syntaxin-binding protein 6,STXBP6,SomaScan v4,19666,STXBP6,syntaxin binding protein 6,607958,ENSG00000168952,29091
SUFU,SUFU_17468_1,SeqId.17468-1,Q9UMX1,SUFU,Suppressor of fused homolog,SUFU,SomaScan v4,16466,SUFU,SUFU negative regulator of hedgehog signaling,607035,ENSG00000107882,51684
SUGT1,SUGT1_17818_22,SeqId.17818-22,Q9Y2Z0,SUGT1,Protein SGT1 homolog,SUGT1,SomaScan v4,16987,SUGT1,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone",604098,ENSG00000165416,10910
SULF2,SULF2_8305_18,SeqId.8305-18,Q8IWU5,SULF2,Extracellular sulfatase Sulf-2,SULF2,SomaScan v4,20392,SULF2,sulfatase 2,610013,ENSG00000196562,55959
SULT1B1,SULT1B1_12671_35,SeqId.12671-35,O43704,ST1B1,Sulfotransferase family cytosolic 1B member 1,SULT1B1,SomaScan v4,17845,SULT1B1,sulfotransferase family 1B member 1,608436,ENSG00000173597,27284
SULT1C2,SULT1C2_17811_78,SeqId.17811-78,O00338,ST1C2,Sulfotransferase 1C2,SULT1C2,SomaScan v4,11456,SULT1C2,sulfotransferase family 1C member 2,602385,ENSG00000198203,6819
SULT1E1,SULT1E1_16932_5,SeqId.16932-5,P49888,SULT 1E,Estrogen sulfotransferase,SULT1E1,SomaScan v4,11377,SULT1E1,sulfotransferase family 1E member 1,600043,ENSG00000109193,6783
SULT2B1,SULT2B1_17209_27,SeqId.17209-27,O00204,ST2B1,Sulfotransferase family cytosolic 2B member 1,SULT2B1,SomaScan v4,11459,SULT2B1,sulfotransferase family 2B member 1,604125,ENSG00000088002,6820
SULT4A1,SULT4A1_8357_43,SeqId.8357-43,Q9BR01,ST4A1,Sulfotransferase 4A1,SULT4A1,SomaScan v4,14903,SULT4A1,sulfotransferase family 4A member 1,608359,ENSG00000130540,25830
SUMF1,SUMF1_6941_11,SeqId.6941-11,Q8NBK3,SUMF1,Sulfatase-modifying factor 1,SUMF1,SomaScan v4,20376,SUMF1,sulfatase modifying factor 1,607939,ENSG00000144455,285362
SUMF2,SUMF2_6069_71,SeqId.6069-71,Q8NBJ7,SUMF2,Sulfatase-modifying factor 2,SUMF2,SomaScan v4,20415,SUMF2,sulfatase modifying factor 2,607940,ENSG00000129103,25870
SUMO2,SUMO2_19555_1,SeqId.19555-1,P61956,SUMO2,Small ubiquitin-related modifier 2,SUMO2,SomaScan v4,11125,SUMO2,small ubiquitin like modifier 2,603042,ENSG00000188612,6613
SUN3,SUN3_8852_10,SeqId.8852-10,Q8TAQ9,SUN3,SUN domain-containing protein 3,SUN3,SomaScan v4,22429,SUN3,Sad1 and UNC84 domain containing 3,618984,ENSG00000164744,256979
SUN5,SUN5_11260_47,SeqId.11260-47,Q8TC36,SPA4L,SUN domain-containing protein 5,SUN5,SomaScan v4,16252,SUN5,Sad1 and UNC84 domain containing 5,613942,ENSG00000167098,140732
SUOX,SUOX_18324_61,SeqId.18324-61,P51687,SUOX,"Sulfite oxidase, mitochondrial",SUOX,SomaScan v4,11460,SUOX,sulfite oxidase,606887,ENSG00000139531,6821
SURF1,SURF1_8009_121,SeqId.8009-121,Q15526,SURF1,Surfeit locus protein 1,SURF1,SomaScan v4,11474,SURF1,SURF1 cytochrome c oxidase assembly factor,185620,ENSG00000148290,6834
SUSD1,SUSD1_9582_93,SeqId.9582-93,Q6UWL2,SUSD1,Sushi domain-containing protein 1,SUSD1,SomaScan v4,25413,SUSD1,sushi domain containing 1,0,ENSG00000106868,64420
ARL2,ARL2_12587_65,SeqId.12587-65,P36404,ARL2,ADP-ribosylation factor-like protein 2,ARL2,SomaScan v4,693,ARL2,ADP ribosylation factor like GTPase 2,601175,ENSG00000213465,402
ARL2BP,ARL2BP_18407_36,SeqId.18407-36,Q9Y2Y0,AR2BP,ADP-ribosylation factor-like protein 2-binding protein,ARL2BP,SomaScan v4,17146,ARL2BP,ADP ribosylation factor like GTPase 2 binding protein,615407,ENSG00000102931,23568
ARL5A,ARL5A_18414_26,SeqId.18414-26,Q9Y689,ARL5A,ADP-ribosylation factor-like protein 5A,ARL5A,SomaScan v4,696,ARL5A,ADP ribosylation factor like GTPase 5A,608960,ENSG00000162980,26225
ARL5B,ARL5B_17404_5,SeqId.17404-5,Q96KC2,ARL5B,ADP-ribosylation factor-like protein 5B,ARL5B,SomaScan v4,23052,ARL5B,ADP ribosylation factor like GTPase 5B,608909,ENSG00000165997,221079
ARL6,ARL6_18415_16,SeqId.18415-16,Q9H0F7,ARL6,ADP-ribosylation factor-like protein 6,ARL6,SomaScan v4,13210,ARL6,ADP ribosylation factor like GTPase 6,608845,ENSG00000113966,84100
ARL8B,ARL8B_8569_147,SeqId.8569-147,Q9NVJ2,ARL8B,ADP-ribosylation factor-like protein 8B,ARL8B,SomaScan v4,25564,ARL8B,ADP ribosylation factor like GTPase 8B,616596,ENSG00000134108,55207
ARL9,ARL9_18416_3,SeqId.18416-3,Q6T311,ARL9,ADP-ribosylation factor-like protein 9,ARL9,SomaScan v4,23592,ARL9,ADP ribosylation factor like GTPase 9,612405,ENSG00000196503,132946
ARMC10,ARMC10_9107_59,SeqId.9107-59,Q8N2F6,ARM10,Armadillo repeat-containing protein 10,ARMC10,SomaScan v4,21706,ARMC10,armadillo repeat containing 10,611864,ENSG00000170632,83787
ARMC5,ARMC5_8785_1,SeqId.8785-1,Q96C12,ARMC5,Armadillo repeat-containing protein 5,ARMC5,SomaScan v4,25781,ARMC5,armadillo repeat containing 5,615549,ENSG00000140691,79798
ARPC3,ARPC3_13573_5,SeqId.13573-5,O15145,p21-ARC,Actin-related protein 2/3 complex subunit 3,ARPC3,SomaScan v4,706,ARPC3,actin related protein 2/3 complex subunit 3,604225,ENSG00000111229,10094
ARPC5,ARPC5_18419_20,SeqId.18419-20,O15511,p16-ARC,Actin-related protein 2/3 complex subunit 5,ARPC5,SomaScan v4,708,ARPC5,actin related protein 2/3 complex subunit 5,604227,ENSG00000162704,10092
ARPP19,ARPP19_4963_19,SeqId.4963-19,P56211,ARP19,cAMP-regulated phosphoprotein 19,ARPP19,SomaScan v4,16967,ARPP19,cAMP regulated phosphoprotein 19,605487,ENSG00000128989,10776
ARPP21,ARPP21_12860_7,SeqId.12860-7,Q9UBL0,cAMP-regulated phosphoprotein 21,cAMP-regulated phosphoprotein 21,ARPP21,SomaScan v4,16968,ARPP21,cAMP regulated phosphoprotein 21,605488,ENSG00000172995,10777
ARTN,ARTN_2939_10,SeqId.2939-10,Q5T4W7,Artemin,Artemin,ARTN,SomaScan v4,727,ARTN,artemin,603886,ENSG00000117407,9048
ASAH1,ASAH1_5748_20,SeqId.5748-20,Q13510,Acid ceramidase,Acid ceramidase,ASAH1,SomaScan v4,735,ASAH1,N-acylsphingosine amidohydrolase 1,613468,ENSG00000104763,427
ASAP2,ASAP2_13518_5,SeqId.13518-5,O43150,ASAP2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",ASAP2,SomaScan v4,2721,ASAP2,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",603817,ENSG00000151693,8853
ASB9,ASB9_19601_15,SeqId.19601-15,Q96DX5,ASB9,Ankyrin repeat and SOCS box protein 9,ASB9,SomaScan v4,17184,ASB9,ankyrin repeat and SOCS box containing 9,300890,ENSG00000102048,140462
ASCC1,ASCC1_10647_18,SeqId.10647-18,Q8N9N2,ASCC1,Activating signal cointegrator 1 complex subunit 1,ASCC1,SomaScan v4,24268,ASCC1,activating signal cointegrator 1 complex subunit 1,614215,ENSG00000138303,51008
ASGR2,ASGR2_9474_22,SeqId.9474-22,P07307,ASGR2,Asialoglycoprotein receptor 2,ASGR2,SomaScan v4,743,ASGR2,asialoglycoprotein receptor 2,108361,ENSG00000161944,433
ASH1L,ASH1L_12622_96,SeqId.12622-96,Q9NR48,ASH1L,Histone-lysine N-methyltransferase ASH1L,ASH1L,SomaScan v4,19088,ASH1L,ASH1 like histone lysine methyltransferase,607999,ENSG00000116539,55870
ASH2L,ASH2L_12832_10,SeqId.12832-10,Q9UBL3,ASH2L,Set1/Ash2 histone methyltransferase complex subunit ASH2,ASH2L,SomaScan v4,744,ASH2L,"ASH2 like, histone lysine methyltransferase complex subunit",604782,ENSG00000129691,9070
ASIC4,ASIC4_6951_26,SeqId.6951-26,Q96FT7,ASIC4,Acid-sensing ion channel 4,ASIC4,SomaScan v4,21263,ASIC4,acid sensing ion channel subunit family member 4,606715,ENSG00000072182,55515
ASL,ASL_11241_8,SeqId.11241-8,P04424,ARLY,Argininosuccinate lyase,ASL,SomaScan v4,746,ASL,argininosuccinate lyase,608310,ENSG00000126522,435
ASPA,ASPA_18187_16,SeqId.18187-16,P45381,ACY2,Aspartoacylase,ASPA,SomaScan v4,756,ASPA,aspartoacylase,608034,ENSG00000108381,443
ASTL,ASTL_7993_23,SeqId.7993-23,Q6HA08,ASTL,Astacin-like metalloendopeptidase,ASTL,SomaScan v4,31704,ASTL,astacin like metalloendopeptidase,608860,ENSG00000188886,431705
ATAD1,ATAD1_6625_31,SeqId.6625-31,Q8NBU5,ATAD1,ATPase family AAA domain-containing protein 1,ATAD1,SomaScan v4,25903,ATAD1,ATPase family AAA domain containing 1,614452,ENSG00000138138,84896
ATAD2,ATAD2_13043_157,SeqId.13043-157,Q6PL18,ATAD2,ATPase family AAA domain-containing protein 2,ATAD2,SomaScan v4,30123,ATAD2,ATPase family AAA domain containing 2,611941,ENSG00000156802,29028
ATG3,ATG3_18156_7,SeqId.18156-7,Q9NT62,ATG3,Ubiquitin-like-conjugating enzyme ATG3,ATG3,SomaScan v4,20962,ATG3,autophagy related 3,609606,ENSG00000144848,64422
ATG4B,ATG4B_13629_25,SeqId.13629-25,Q9Y4P1,ATG4B,Cysteine protease ATG4B,ATG4B,SomaScan v4,20790,ATG4B,autophagy related 4B cysteine peptidase,611338,ENSG00000168397,23192
ATG5,ATG5_12597_68,SeqId.12597-68,Q9H1Y0,Autophagy protein 5,Autophagy protein 5,ATG5,SomaScan v4,589,ATG5,autophagy related 5,604261,ENSG00000057663,9474
ATP13A1,ATP13A1_13659_36,SeqId.13659-36,Q9HD20,AT131,Manganese-transporting ATPase 13A1,ATP13A1,SomaScan v4,24215,ATP13A1,ATPase 13A1,619118,ENSG00000105726,57130
ATP1B1,ATP1B1_13392_13,SeqId.13392-13,P05026,AT1B1,Sodium/potassium-transporting ATPase subunit beta-1,ATP1B1,SomaScan v4,804,ATP1B1,ATPase Na+/K+ transporting subunit beta 1,182330,ENSG00000143153,481
ATP1B3,ATP1B3_8990_42,SeqId.8990-42,P54709,AT1B3,Sodium/potassium-transporting ATPase subunit beta-3,ATP1B3,SomaScan v4,806,ATP1B3,ATPase Na+/K+ transporting subunit beta 3,601867,ENSG00000069849,483
ATP1B4,ATP1B4_9933_49,SeqId.9933-49,Q9UN42,AT1B4,Protein ATP1B4,ATP1B4,SomaScan v4,808,ATP1B4,ATPase Na+/K+ transporting family member beta 4,301073,ENSG00000101892,23439
ATP4B,ATP4B_9994_217,SeqId.9994-217,P51164,ATP4B,Potassium-transporting ATPase subunit beta,ATP4B,SomaScan v4,820,ATP4B,ATPase H+/K+ transporting subunit beta,137217,ENSG00000186009,496
ATRN,ATRN_15499_11,SeqId.15499-11,O75882,Attractin,Attractin,ATRN,SomaScan v4,885,ATRN,attractin,603130,ENSG00000088812,8455
AURKA,AURKA_3091_70,SeqId.3091-70,O14965,Aurora kinase A,Aurora kinase A,AURKA,SomaScan v4,11393,AURKA,aurora kinase A,603072,ENSG00000087586,6790
AXIN2,AXIN2_12925_105,SeqId.12925-105,Q9Y2T1,AXIN2,Axin-2,AXIN2,SomaScan v4,904,AXIN2,axin 2,604025,ENSG00000168646,8313
AXIN2,AXIN2_8429_16,SeqId.8429-16,Q9Y2T1,AXIN2,Axin-2,AXIN2,SomaScan v4,904,AXIN2,axin 2,604025,ENSG00000168646,8313
AZU1,AZU1_14713_46,SeqId.14713-46,P20160,Azurocidin,Azurocidin,AZU1,SomaScan v4,913,AZU1,azurocidin 1,162815,ENSG00000172232,566
B2M,B2M_3485_28,SeqId.3485-28,P61769,b2-Microglobulin,Beta-2-microglobulin,B2M,SomaScan v4,914,B2M,beta-2-microglobulin,109700,ENSG00000166710,567
B3GALT1,B3GALT1_9541_15,SeqId.9541-15,Q9Y5Z6,B3GT1,"Beta-1,3-galactosyltransferase 1",B3GALT1,SomaScan v4,916,B3GALT1,"beta-1,3-galactosyltransferase 1",603093,ENSG00000172318,8708
B3GALT2,B3GALT2_11638_42,SeqId.11638-42,O43825,B3GT2,"Beta-1,3-galactosyltransferase 2",B3GALT2,SomaScan v4,917,B3GALT2,"beta-1,3-galactosyltransferase 2",603018,ENSG00000162630,8707
B3GNT4,B3GNT4_16585_16,SeqId.16585-16,Q9C0J1,B3GN4,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4",B3GNT4,SomaScan v4,15683,B3GNT4,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4",605864,ENSG00000176383,79369
B3GNT6,B3GNT6_7082_2,SeqId.7082-2,Q6ZMB0,B3GN6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",B3GNT6,SomaScan v4,24141,B3GNT6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",615315,ENSG00000198488,192134
B4GALNT1,B4GALNT1_8976_13,SeqId.8976-13,Q00973,B4GN1,"Beta-1,4 N-acetylgalactosaminyltransferase 1",B4GALNT1,SomaScan v4,4117,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyltransferase 1",601873,ENSG00000135454,2583
B4GALT3,B4GALT3_6921_24,SeqId.6921-24,O60512,B4GT3,"Beta-1,4-galactosyltransferase 3",B4GALT3,SomaScan v4,926,B4GALT3,"beta-1,4-galactosyltransferase 3",604014,ENSG00000158850,8703
B4GALT5,B4GALT5_10425_3,SeqId.10425-3,O43286,B4GT5,"Beta-1,4-galactosyltransferase 5",B4GALT5,SomaScan v4,928,B4GALT5,"beta-1,4-galactosyltransferase 5",604016,ENSG00000158470,9334
BACH1,BACH1_12451_62,SeqId.12451-62,O14867,BACH1,Transcription regulator protein BACH1,BACH1,SomaScan v4,935,BACH1,BTB domain and CNC homolog 1,602751,ENSG00000156273,571
BACH2,BACH2_12756_3,SeqId.12756-3,Q9BYV9,BACH2,Transcription regulator protein BACH2,BACH2,SomaScan v4,14078,BACH2,BTB domain and CNC homolog 2,605394,ENSG00000112182,60468
BAD,BAD_5870_23,SeqId.5870-23,Q92934,BAD,Bcl2-associated agonist of cell death,BAD,SomaScan v4,936,BAD,BCL2 associated agonist of cell death,603167,ENSG00000002330,572
BAG1,BAG1_17195_43,SeqId.17195-43,Q99933,BAG-1,BAG family molecular chaperone regulator 1,BAG1,SomaScan v4,937,BAG1,BAG cochaperone 1,601497,ENSG00000107262,573
BAG2,BAG2_19228_11,SeqId.19228-11,O95816,BAG-2,BAG family molecular chaperone regulator 2,BAG2,SomaScan v4,938,BAG2,BAG cochaperone 2,603882,ENSG00000112208,9532
BAG3,BAG3_10078_5,SeqId.10078-5,O95817,BAG3,BAG family molecular chaperone regulator 3,BAG3,SomaScan v4,939,BAG3,BAG cochaperone 3,603883,ENSG00000151929,9531
RORB,RORB_12483_62,SeqId.12483-62,Q92753,RORB,Nuclear receptor ROR-beta,RORB,SomaScan v4,10259,RORB,RAR related orphan receptor B,601972,ENSG00000198963,6096
ROS1,ROS1_9032_30,SeqId.9032-30,P08922,ROS1,Proto-oncogene tyrosine-protein kinase ROS,ROS1,SomaScan v4,10261,ROS1,"ROS proto-oncogene 1, receptor tyrosine kinase",165020,ENSG00000047936,6098
RPA2,RPA2_19264_6,SeqId.19264-6,P15927,RFA2,Replication protein A 32 kDa subunit,RPA2,SomaScan v4,10290,RPA2,replication protein A2,179836,ENSG00000117748,6118
RPL12,RPL12_19183_164,SeqId.19183-164,P30050,RL12,60S ribosomal protein L12,RPL12,SomaScan v4,10302,RPL12,ribosomal protein L12,180475,ENSG00000197958,6136
RPL30,RPL30_12478_15,SeqId.12478-15,P62888,RL30,60S ribosomal protein L30,RPL30,SomaScan v4,10333,RPL30,ribosomal protein L30,180467,ENSG00000156482,6156
RPLP2,RPLP2_10949_59,SeqId.10949-59,P05387,RLA2,60S acidic ribosomal protein P2,RPLP2,SomaScan v4,10377,RPLP2,ribosomal protein lateral stalk subunit P2,180530,ENSG00000177600,6181
RPN1,RPN1_6458_6,SeqId.6458-6,P04843,RPN1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,SomaScan v4,10381,RPN1,ribophorin I,180470,ENSG00000163902,6184
RPP30,RPP30_17511_10,SeqId.17511-10,P78346,RPP30,Ribonuclease P protein subunit p30,RPP30,SomaScan v4,17688,RPP30,ribonuclease P/MRP subunit p30,606115,ENSG00000148688,10556
RPRD1A,RPRD1A_13515_8,SeqId.13515-8,Q96P16,RPR1A,Regulation of nuclear pre-mRNA domain-containing protein 1A,RPRD1A,SomaScan v4,25560,RPRD1A,regulation of nuclear pre-mRNA domain containing 1A,610347,ENSG00000141425,55197
RPRD1B,RPRD1B_19126_4,SeqId.19126-4,Q9NQG5,C20orf77,Regulation of nuclear pre-mRNA domain-containing protein 1B,RPRD1B,SomaScan v4,16209,RPRD1B,regulation of nuclear pre-mRNA domain containing 1B,614694,ENSG00000101413,58490
RPS10,RPS10_13011_20,SeqId.13011-20,P46783,RS10,40S ribosomal protein S10,RPS10,SomaScan v4,10383,RPS10,ribosomal protein S10,603632,ENSG00000124614,6204
RPS19,RPS19_19166_15,SeqId.19166-15,P39019,RS19,40S ribosomal protein S19,RPS19,SomaScan v4,10402,RPS19,ribosomal protein S19,603474,ENSG00000105372,6223
RPS27A,RPS27A_4474_19,SeqId.4474-19,P62979,Ubiquitin,Ubiquitin,RPS27A,SomaScan v4,10417,RPS27A,ribosomal protein S27a,191343,ENSG00000143947,6233
RPS3,RPS3_5026_66,SeqId.5026-66,P23396,RS3,40S ribosomal protein S3,RPS3,SomaScan v4,10420,RPS3,ribosomal protein S3,600454,ENSG00000149273,6188
RPS3A,RPS3A_5484_63,SeqId.5484-63,P61247,RS3A,40S ribosomal protein S3a,RPS3A,SomaScan v4,10421,RPS3A,ribosomal protein S3A,180478,ENSG00000145425,6189
RPS4X,RPS4X_9758_17,SeqId.9758-17,P62701,RS4X,"40S ribosomal protein S4, X isoform",RPS4X,SomaScan v4,10424,RPS4X,ribosomal protein S4 X-linked,312760,ENSG00000198034,6191
RPS5,RPS5_19195_85,SeqId.19195-85,P46782,RS5,40S ribosomal protein S5,RPS5,SomaScan v4,10426,RPS5,ribosomal protein S5,603630,ENSG00000083845,6193
RPS6KA3,RPS6KA3_3469_74,SeqId.3469-74,P51812,RPS6KA3,Ribosomal protein S6 kinase alpha-3,RPS6KA3,SomaScan v4,10432,RPS6KA3,ribosomal protein S6 kinase A3,300075,ENSG00000177189,6197
RPS6KA6,RPS6KA6_12688_115,SeqId.12688-115,Q9UK32,KS6A6,Ribosomal protein S6 kinase alpha-6,RPS6KA6,SomaScan v4,10435,RPS6KA6,ribosomal protein S6 kinase A6,300303,ENSG00000072133,27330
RPS6KB1,RPS6KB1_15608_5,SeqId.15608-5,P23443,KS6B1,Ribosomal protein S6 kinase beta-1,RPS6KB1,SomaScan v4,10436,RPS6KB1,ribosomal protein S6 kinase B1,608938,ENSG00000108443,6198
RPS6KB1,RPS6KB1_8962_48,SeqId.8962-48,P23443,KS6B1,Ribosomal protein S6 kinase beta-1,RPS6KB1,SomaScan v4,10436,RPS6KB1,ribosomal protein S6 kinase B1,608938,ENSG00000108443,6198
RPS7,RPS7_3864_5,SeqId.3864-5,P62081,RS7,40S ribosomal protein S7,RPS7,SomaScan v4,10440,RPS7,ribosomal protein S7,603658,ENSG00000171863,6201
RPSA,RPSA_19623_26,SeqId.19623-26,P08865,40S ribosomal protein SA,40S ribosomal protein SA,RPSA,SomaScan v4,6502,RPSA,ribosomal protein SA,150370,ENSG00000168028,3921
RRAGC,RRAGC_12548_75,SeqId.12548-75,Q9HB90,RRAGC,Ras-related GTP-binding protein C,RRAGC,SomaScan v4,19902,RRAGC,Ras related GTP binding C,608267,ENSG00000116954,64121
RRAS,RRAS_17742_2,SeqId.17742-2,P10301,RRAS,Ras-related protein R-Ras,RRAS,SomaScan v4,10447,RRAS,RAS related,165090,ENSG00000126458,6237
RRAS2,RRAS2_12361_102,SeqId.12361-102,P62070,RRAS2,Ras-related protein R-Ras2,RRAS2,SomaScan v4,17271,RRAS2,RAS related 2,600098,ENSG00000133818,22800
RRBP1,RRBP1_9913_4,SeqId.9913-4,Q9P2E9,RRBP1,Ribosome-binding protein 1,RRBP1,SomaScan v4,10448,RRBP1,ribosome binding protein 1,601418,ENSG00000125844,6238
RRM2,RRM2_17750_8,SeqId.17750-8,P31350,RIR2,Ribonucleoside-diphosphate reductase subunit M2,RRM2,SomaScan v4,10452,RRM2,ribonucleotide reductase regulatory subunit M2,180390,ENSG00000171848,6241
RS1,RS1_6497_10,SeqId.6497-10,O15537,XLRS1,Retinoschisin,RS1,SomaScan v4,10457,RS1,retinoschisin 1,300839,ENSG00000102104,6247
