Protein,UKBB_PPP_exposure,uniprot,UKBB_PPP_HGNC,UKBB_PPP_Approved symbol,UKBB_PPP_OMIM_Gene_ID,UKBB_PPP_Ensembl_gene_ID,UKBB_PPP_NCBI_Gene_ID,UKBB_PPP_oid,UKBB_PPP_target_full_name,UKBB_PPP_platform,UKBB_PPP_panel,DECODE_exposure,DCODE_seqid,DCODE_target_name,DCODE_target_full_name,DCODE_gene_name,DCODE_platform,DCODE_HGNC,DCODE_Approved symbol,DCODE_Approved name,DCODE_OMIM_Gene_ID,DCODE_Ensembl_gene_ID,DCODE_NCBI_Gene_ID,HGNC,Approved symbol,OMIM_Gene_ID,Ensembl_gene_ID,NCBI_Gene_ID,target_full_name
GNRH2,0,O43555,0,0,0,0,0,0,0,0,0,GNRH2_10708_3,SeqId.10708-3,GON2,Progonadoliberin-2,GNRH2,SomaScan v4,4420.0,GNRH2,gonadotropin releasing hormone 2,602352,ENSG00000125787,2797.0,4420.0,GNRH2,602352,ENSG00000125787,2797.0,Progonadoliberin-2
CDKN1B,0,P46527,0,0,0,0,0,0,0,0,0,CDKN1B_3719_2,SeqId.3719-2,p27Kip1,Cyclin-dependent kinase inhibitor 1B,CDKN1B,SomaScan v4,1785.0,CDKN1B,cyclin dependent kinase inhibitor 1B,600778,ENSG00000111276,1027.0,1785.0,CDKN1B,600778,ENSG00000111276,1027.0,Cyclin-dependent kinase inhibitor 1B
CEL,0,P19835,0,0,0,0,0,0,0,0,0,CEL_9796_4,SeqId.9796-4,CEL,Bile salt-activated lipase,CEL,SomaScan v4,1848.0,CEL,carboxyl ester lipase,114840,ENSG00000170835,1056.0,1848.0,CEL,114840,ENSG00000170835,1056.0,Bile salt-activated lipase
CFHR1,0,Q03591,0,0,0,0,0,0,0,0,0,CFHR1_15468_14,SeqId.15468-14,FHR1,Complement factor H-related protein 1,CFHR1,SomaScan v4,4888.0,CFHR1,complement factor H related 1,134371,ENSG00000244414,3078.0,4888.0,CFHR1,134371,ENSG00000244414,3078.0,Complement factor H-related protein 1
CFHR3,0,Q02985,0,0,0,0,0,0,0,0,0,CFHR3_16836_1,SeqId.16836-1,FHR3,Complement factor H-related protein 3,CFHR3,SomaScan v4,16980.0,CFHR3,complement factor H related 3,605336,ENSG00000116785,10878.0,16980.0,CFHR3,605336,ENSG00000116785,10878.0,Complement factor H-related protein 3
CFL2,0,Q9Y281,0,0,0,0,0,0,0,0,0,CFL2_15339_32,SeqId.15339-32,COF2,Cofilin-2,CFL2,SomaScan v4,1875.0,CFL2,cofilin 2,601443,ENSG00000165410,1073.0,1875.0,CFL2,601443,ENSG00000165410,1073.0,Cofilin-2
CHI3L2,0,Q15782,0,0,0,0,0,0,0,0,0,CHI3L2_9383_24,SeqId.9383-24,CH3L2,Chitinase-3-like protein 2,CHI3L2,SomaScan v4,1933.0,CHI3L2,chitinase 3 like 2,601526,ENSG00000064886,1117.0,1933.0,CHI3L2,601526,ENSG00000064886,1117.0,Chitinase-3-like protein 2
CHKB,0,Q9Y259,0,0,0,0,0,0,0,0,0,CHKB_7761_125,SeqId.7761-125,CHKB,Choline/ethanolamine kinase,CHKB,SomaScan v4,1938.0,CHKB,choline kinase beta,612395,ENSG00000100288,1120.0,1938.0,CHKB,612395,ENSG00000100288,1120.0,Choline/ethanolamine kinase
CHMP2B,0,Q9UQN3,0,0,0,0,0,0,0,0,0,CHMP2B_17350_13,SeqId.17350-13,CHM2B,Charged multivesicular body protein 2b,CHMP2B,SomaScan v4,24537.0,CHMP2B,charged multivesicular body protein 2B,609512,ENSG00000083937,25978.0,24537.0,CHMP2B,609512,ENSG00000083937,25978.0,Charged multivesicular body protein 2b
CHRD,0,Q9H2X0,0,0,0,0,0,0,0,0,0,CHRD_13438_115,SeqId.13438-115,CHRD,Chordin,CHRD,SomaScan v4,1949.0,CHRD,chordin,603475,ENSG00000090539,8646.0,1949.0,CHRD,603475,ENSG00000090539,8646.0,Chordin
CHST11,0,Q9NPF2,0,0,0,0,0,0,0,0,0,CHST11_7779_86,SeqId.7779-86,CHSTB,Carbohydrate sulfotransferase 11,CHST11,SomaScan v4,17422.0,CHST11,carbohydrate sulfotransferase 11,610128,ENSG00000171310,50515.0,17422.0,CHST11,610128,ENSG00000171310,50515.0,Carbohydrate sulfotransferase 11
CHST12,0,Q9NRB3,0,0,0,0,0,0,0,0,0,CHST12_6626_81,SeqId.6626-81,CHSTC,Carbohydrate sulfotransferase 12,CHST12,SomaScan v4,17423.0,CHST12,carbohydrate sulfotransferase 12,610129,ENSG00000136213,55501.0,17423.0,CHST12,610129,ENSG00000136213,55501.0,Carbohydrate sulfotransferase 12
CHST15,0,Q7LFX5,0,0,0,0,0,0,0,0,0,CHST15_4469_78,SeqId.4469-78,ST4S6,Carbohydrate sulfotransferase 15,CHST15,SomaScan v4,18137.0,CHST15,carbohydrate sulfotransferase 15,608277,ENSG00000182022,51363.0,18137.0,CHST15,608277,ENSG00000182022,51363.0,Carbohydrate sulfotransferase 15
CHST4,0,Q8NCG5,0,0,0,0,0,0,0,0,0,CHST4_18876_77,SeqId.18876-77,CHST4,Carbohydrate sulfotransferase 4,CHST4,SomaScan v4,1972.0,CHST4,carbohydrate sulfotransferase 4,0,ENSG00000140835,10164.0,1972.0,CHST4,0,ENSG00000140835,10164.0,Carbohydrate sulfotransferase 4
CILP2,0,Q8IUL8,0,0,0,0,0,0,0,0,0,CILP2_8841_65,SeqId.8841-65,CILP2,Cartilage intermediate layer protein 2,CILP2,SomaScan v4,24213.0,CILP2,cartilage intermediate layer protein 2,612419,ENSG00000160161,148113.0,24213.0,CILP2,612419,ENSG00000160161,148113.0,Cartilage intermediate layer protein 2
CINP,0,Q9BW66,0,0,0,0,0,0,0,0,0,CINP_19383_131,SeqId.19383-131,CINP,Cyclin-dependent kinase 2-interacting protein,CINP,SomaScan v4,23789.0,CINP,cyclin dependent kinase 2 interacting protein,613362,ENSG00000100865,51550.0,23789.0,CINP,613362,ENSG00000100865,51550.0,Cyclin-dependent kinase 2-interacting protein
CKMT1A,0,P12532,0,0,0,0,0,0,0,0,0,CKMT1A_15542_19,SeqId.15542-19,KCRU,"Creatine kinase U-type, mitochondrial",CKMT1A,SomaScan v4,31736.0,CKMT1A,"creatine kinase, mitochondrial 1A",613415,ENSG00000223572,548596.0,31736.0,CKMT1A,613415,ENSG00000223572,548596.0,"Creatine kinase U-type, mitochondrial"
CKMT2,0,P17540,0,0,0,0,0,0,0,0,0,CKMT2_18197_97,SeqId.18197-97,KCRS,"Creatine kinase S-type, mitochondrial",CKMT2,SomaScan v4,1996.0,CKMT2,"creatine kinase, mitochondrial 2",123295,ENSG00000131730,1160.0,1996.0,CKMT2,123295,ENSG00000131730,1160.0,"Creatine kinase S-type, mitochondrial"
NEGR1,0,Q7Z3B1,0,0,0,0,0,0,0,0,0,NEGR1_13109_82,SeqId.13109-82,NEGR1,Neuronal growth regulator 1,NEGR1,SomaScan v4,17302.0,NEGR1,neuronal growth regulator 1,613173,ENSG00000172260,257194.0,17302.0,NEGR1,613173,ENSG00000172260,257194.0,Neuronal growth regulator 1
NEGR1,0,Q7Z3B1,0,0,0,0,0,0,0,0,0,NEGR1_7050_5,SeqId.7050-5,NEGR1,Neuronal growth regulator 1,NEGR1,SomaScan v4,17302.0,NEGR1,neuronal growth regulator 1,613173,ENSG00000172260,257194.0,17302.0,NEGR1,613173,ENSG00000172260,257194.0,Neuronal growth regulator 1
NETO1,0,Q8TDF5,0,0,0,0,0,0,0,0,0,NETO1_15298_199,SeqId.15298-199,NETO1,Neuropilin and tolloid-like protein 1,NETO1,SomaScan v4,13823.0,NETO1,neuropilin and tolloid like 1,607973,ENSG00000166342,81832.0,13823.0,NETO1,607973,ENSG00000166342,81832.0,Neuropilin and tolloid-like protein 1
NETO1,0,Q8TDF5,0,0,0,0,0,0,0,0,0,NETO1_5639_49,SeqId.5639-49,NETO1,Neuropilin and tolloid-like protein 1,NETO1,SomaScan v4,13823.0,NETO1,neuropilin and tolloid like 1,607973,ENSG00000166342,81832.0,13823.0,NETO1,607973,ENSG00000166342,81832.0,Neuropilin and tolloid-like protein 1
NHEJ1,0,Q9H9Q4,0,0,0,0,0,0,0,0,0,NHEJ1_11351_233,SeqId.11351-233,NHEJ1,Non-homologous end-joining factor 1,NHEJ1,SomaScan v4,25737.0,NHEJ1,non-homologous end joining factor 1,611290,ENSG00000187736,79840.0,25737.0,NHEJ1,611290,ENSG00000187736,79840.0,Non-homologous end-joining factor 1
NLGN2,0,Q8NFZ4,0,0,0,0,0,0,0,0,0,NLGN2_9772_153,SeqId.9772-153,NLGN2,Neuroligin-2,NLGN2,SomaScan v4,14290.0,NLGN2,neuroligin 2,606479,ENSG00000169992,57555.0,14290.0,NLGN2,606479,ENSG00000169992,57555.0,Neuroligin-2
NLGN2,0,Q8NFZ4,0,0,0,0,0,0,0,0,0,NLGN2_9027_10,SeqId.9027-10,NLGN2,Neuroligin-2,NLGN2,SomaScan v4,14290.0,NLGN2,neuroligin 2,606479,ENSG00000169992,57555.0,14290.0,NLGN2,606479,ENSG00000169992,57555.0,Neuroligin-2
NMB,0,P08949,0,0,0,0,0,0,0,0,0,NMB_9321_400,SeqId.9321-400,NMB,Neuromedin-B,NMB,SomaScan v4,7842.0,NMB,neuromedin B,162340,ENSG00000197696,4828.0,7842.0,NMB,162340,ENSG00000197696,4828.0,Neuromedin-B
NME2,0,P22392,0,0,0,0,0,0,0,0,0,NME2_4249_64,SeqId.4249-64,NDP kinase B,Nucleoside diphosphate kinase B,NME2,SomaScan v4,7850.0,NME2,NME/NM23 nucleoside diphosphate kinase 2,156491,ENSG00000243678,4831.0,7850.0,NME2,156491,ENSG00000243678,4831.0,Nucleoside diphosphate kinase B
NME4,0,O00746,0,0,0,0,0,0,0,0,0,NME4_16809_1,SeqId.16809-1,NDKM,"Nucleoside diphosphate kinase, mitochondrial",NME4,SomaScan v4,7852.0,NME4,NME/NM23 nucleoside diphosphate kinase 4,601818,ENSG00000103202,4833.0,7852.0,NME4,601818,ENSG00000103202,4833.0,"Nucleoside diphosphate kinase, mitochondrial"
NMRAL1,0,Q9HBL8,0,0,0,0,0,0,0,0,0,NMRAL1_13988_67,SeqId.13988-67,NMRL1,NmrA-like family domain-containing protein 1,NMRAL1,SomaScan v4,24987.0,NMRAL1,NmrA like redox sensor 1,620004,ENSG00000153406,57407.0,24987.0,NMRAL1,620004,ENSG00000153406,57407.0,NmrA-like family domain-containing protein 1
NMT2,0,O60551,0,0,0,0,0,0,0,0,0,NMT2_17821_20,SeqId.17821-20,NMT2,Glycylpeptide N-tetradecanoyltransferase 2,NMT2,SomaScan v4,7858.0,NMT2,N-myristoyltransferase 2,603801,ENSG00000152465,9397.0,7858.0,NMT2,603801,ENSG00000152465,9397.0,Glycylpeptide N-tetradecanoyltransferase 2
NNMT,0,P40261,0,0,0,0,0,0,0,0,0,NNMT_19376_74,SeqId.19376-74,NNMT,Nicotinamide N-methyltransferase,NNMT,SomaScan v4,7861.0,NNMT,nicotinamide N-methyltransferase,600008,ENSG00000166741,4837.0,7861.0,NNMT,600008,ENSG00000166741,4837.0,Nicotinamide N-methyltransferase
NOG,0,Q13253,0,0,0,0,0,0,0,0,0,NOG_8778_3,SeqId.8778-3,Noggin,Noggin,NOG,SomaScan v4,7866.0,NOG,noggin,602991,ENSG00000183691,9241.0,7866.0,NOG,602991,ENSG00000183691,9241.0,Noggin
NOTUM,0,Q6P988,0,0,0,0,0,0,0,0,0,NOTUM_8252_2,SeqId.8252-2,NOTUM,Palmitoleoyl-protein carboxylesterase NOTUM,NOTUM,SomaScan v4,27106.0,NOTUM,"notum, palmitoleoyl-protein carboxylesterase",609847,ENSG00000185269,147111.0,27106.0,NOTUM,609847,ENSG00000185269,147111.0,Palmitoleoyl-protein carboxylesterase NOTUM
NPNT,0,Q6UXI9,0,0,0,0,0,0,0,0,0,NPNT_6342_10,SeqId.6342-10,Nephronectin,Nephronectin,NPNT,SomaScan v4,27405.0,NPNT,nephronectin,610306,ENSG00000168743,255743.0,27405.0,NPNT,610306,ENSG00000168743,255743.0,Nephronectin
NPPA,0,P01160,0,0,0,0,0,0,0,0,0,NPPA_5443_62,SeqId.5443-62,ANP,Atrial natriuretic factor,NPPA,SomaScan v4,7939.0,NPPA,natriuretic peptide A,108780,ENSG00000175206,4878.0,7939.0,NPPA,108780,ENSG00000175206,4878.0,Atrial natriuretic factor
NPW,0,Q8N729,0,0,0,0,0,0,0,0,0,NPW_9986_14,SeqId.9986-14,Neuropeptide W,Neuropeptide W,NPW,SomaScan v4,30509.0,NPW,neuropeptide W,607997,ENSG00000183971,283869.0,30509.0,NPW,607997,ENSG00000183971,283869.0,Neuropeptide W
NQO1,0,P15559,0,0,0,0,0,0,0,0,0,NQO1_9837_60,SeqId.9837-60,NAD(P)H dehydrogenase,NAD(P)H dehydrogenase [quinone] 1,NQO1,SomaScan v4,2874.0,NQO1,NAD(P)H quinone dehydrogenase 1,125860,ENSG00000181019,1728.0,2874.0,NQO1,125860,ENSG00000181019,1728.0,NAD(P)H dehydrogenase [quinone] 1
NQO2,0,P16083,0,0,0,0,0,0,0,0,0,NQO2_9754_33,SeqId.9754-33,Quinone reductase 2,Ribosyldihydronicotinamide dehydrogenase [quinone],NQO2,SomaScan v4,7856.0,NQO2,N-ribosyldihydronicotinamide:quinone dehydrogenase 2,160998,ENSG00000124588,4835.0,7856.0,NQO2,160998,ENSG00000124588,4835.0,Ribosyldihydronicotinamide dehydrogenase [quinone]
POMGNT2,0,Q8NAT1,0,0,0,0,0,0,0,0,0,POMGNT2_6359_50,SeqId.6359-50,AGO61,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2",POMGNT2,SomaScan v4,25902.0,POMGNT2,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)",614828,ENSG00000144647,84892.0,25902.0,POMGNT2,614828,ENSG00000144647,84892.0,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2"
POR,0,P16435,0,0,0,0,0,0,0,0,0,POR_2731_29,SeqId.2731-29,NADPH-P450 Oxidoreductase,NADPH--cytochrome P450 reductase,POR,SomaScan v4,9208.0,POR,cytochrome p450 oxidoreductase,124015,ENSG00000127948,5447.0,9208.0,POR,124015,ENSG00000127948,5447.0,NADPH--cytochrome P450 reductase
PPA1,0,Q15181,0,0,0,0,0,0,0,0,0,PPA1_5021_13,SeqId.5021-13,PPase,Inorganic pyrophosphatase,PPA1,SomaScan v4,9226.0,PPA1,inorganic pyrophosphatase 1,179030,ENSG00000180817,5464.0,9226.0,PPA1,179030,ENSG00000180817,5464.0,Inorganic pyrophosphatase
PPA2,0,Q9H2U2,0,0,0,0,0,0,0,0,0,PPA2_18307_71,SeqId.18307-71,PPase 2,"Inorganic pyrophosphatase 2, mitochondrial",PPA2,SomaScan v4,28883.0,PPA2,inorganic pyrophosphatase 2,609988,ENSG00000138777,27068.0,28883.0,PPA2,609988,ENSG00000138777,27068.0,"Inorganic pyrophosphatase 2, mitochondrial"
PPCS,0,Q9HAB8,0,0,0,0,0,0,0,0,0,PPCS_17843_30,SeqId.17843-30,PPCS,Phosphopantothenate--cysteine ligase,PPCS,SomaScan v4,25686.0,PPCS,phosphopantothenoylcysteine synthetase,609853,ENSG00000127125,79717.0,25686.0,PPCS,609853,ENSG00000127125,79717.0,Phosphopantothenate--cysteine ligase
PPIC,0,P45877,0,0,0,0,0,0,0,0,0,PPIC_18819_21,SeqId.18819-21,PPIC,Peptidyl-prolyl cis-trans isomerase C,PPIC,SomaScan v4,9256.0,PPIC,peptidylprolyl isomerase C,123842,ENSG00000168938,5480.0,9256.0,PPIC,123842,ENSG00000168938,5480.0,Peptidyl-prolyl cis-trans isomerase C
PPID,0,Q08752,0,0,0,0,0,0,0,0,0,PPID_5202_4,SeqId.5202-4,PPID,Peptidyl-prolyl cis-trans isomerase D,PPID,SomaScan v4,9257.0,PPID,peptidylprolyl isomerase D,601753,ENSG00000171497,5481.0,9257.0,PPID,601753,ENSG00000171497,5481.0,Peptidyl-prolyl cis-trans isomerase D
PPIH,0,O43447,0,0,0,0,0,0,0,0,0,PPIH_12449_16,SeqId.12449-16,PPIH,Peptidyl-prolyl cis-trans isomerase H,PPIH,SomaScan v4,14651.0,PPIH,peptidylprolyl isomerase H,606095,ENSG00000171960,10465.0,14651.0,PPIH,606095,ENSG00000171960,10465.0,Peptidyl-prolyl cis-trans isomerase H
PPIL1,0,Q9Y3C6,0,0,0,0,0,0,0,0,0,PPIL1_9884_8,SeqId.9884-8,PPIL1,Peptidyl-prolyl cis-trans isomerase-like 1,PPIL1,SomaScan v4,9260.0,PPIL1,peptidylprolyl isomerase like 1,601301,ENSG00000137168,51645.0,9260.0,PPIL1,601301,ENSG00000137168,51645.0,Peptidyl-prolyl cis-trans isomerase-like 1
PPT1,0,P50897,0,0,0,0,0,0,0,0,0,PPT1_9244_27,SeqId.9244-27,PPT1,Palmitoyl-protein thioesterase 1,PPT1,SomaScan v4,9325.0,PPT1,palmitoyl-protein thioesterase 1,600722,ENSG00000131238,5538.0,9325.0,PPT1,600722,ENSG00000131238,5538.0,Palmitoyl-protein thioesterase 1
PREP,0,P48147,0,0,0,0,0,0,0,0,0,PREP_14273_19,SeqId.14273-19,PPCE,Prolyl endopeptidase,PREP,SomaScan v4,9358.0,PREP,prolyl endopeptidase,600400,ENSG00000085377,5550.0,9358.0,PREP,600400,ENSG00000085377,5550.0,Prolyl endopeptidase
PRKCA,0,P17252,0,0,0,0,0,0,0,0,0,PRKCA_2644_11,SeqId.2644-11,PKC-A,Protein kinase C alpha type,PRKCA,SomaScan v4,9393.0,PRKCA,protein kinase C alpha,176960,ENSG00000154229,5578.0,9393.0,PRKCA,176960,ENSG00000154229,5578.0,Protein kinase C alpha type
PRKCB,0,P05771,0,0,0,0,0,0,0,0,0,PRKCB_5475_10,SeqId.5475-10,PKC-B-II,Protein kinase C beta type (splice variant beta-II),PRKCB,SomaScan v4,9395.0,PRKCB,protein kinase C beta,176970,ENSG00000166501,5579.0,9395.0,PRKCB,176970,ENSG00000166501,5579.0,Protein kinase C beta type (splice variant beta-II)
PRKCSH,0,P14314,0,0,0,0,0,0,0,0,0,PRKCSH_5687_5,SeqId.5687-5,GLU2B,Glucosidase 2 subunit beta,PRKCSH,SomaScan v4,9411.0,PRKCSH,protein kinase C substrate 80K-H,177060,ENSG00000130175,5589.0,9411.0,PRKCSH,177060,ENSG00000130175,5589.0,Glucosidase 2 subunit beta
PROK2,0,Q9HC23,0,0,0,0,0,0,0,0,0,PROK2_10754_113,SeqId.10754-113,Prokineticin-2,Prokineticin-2,PROK2,SomaScan v4,18455.0,PROK2,prokineticin 2,607002,ENSG00000163421,60675.0,18455.0,PROK2,607002,ENSG00000163421,60675.0,Prokineticin-2
PRPSAP1,0,Q14558,0,0,0,0,0,0,0,0,0,PRPSAP1_9478_69,SeqId.9478-69,KPRA,Phosphoribosyl pyrophosphate synthase-associated protein 1,PRPSAP1,SomaScan v4,9466.0,PRPSAP1,phosphoribosyl pyrophosphate synthetase associated protein 1,601249,ENSG00000161542,5635.0,9466.0,PRPSAP1,601249,ENSG00000161542,5635.0,Phosphoribosyl pyrophosphate synthase-associated protein 1
PRPSAP2,0,O60256,0,0,0,0,0,0,0,0,0,PRPSAP2_19150_20,SeqId.19150-20,KPRB,Phosphoribosyl pyrophosphate synthase-associated protein 2,PRPSAP2,SomaScan v4,9467.0,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2,603762,ENSG00000141127,5636.0,9467.0,PRPSAP2,603762,ENSG00000141127,5636.0,Phosphoribosyl pyrophosphate synthase-associated protein 2
CLINT1,0,Q14677,0,0,0,0,0,0,0,0,0,CLINT1_11659_31,SeqId.11659-31,EPN4,Clathrin interactor 1,CLINT1,SomaScan v4,23186.0,CLINT1,clathrin interactor 1,607265,ENSG00000113282,9685.0,23186.0,CLINT1,607265,ENSG00000113282,9685.0,Clathrin interactor 1
CLN5,0,O75503,0,0,0,0,0,0,0,0,0,CLN5_8874_53,SeqId.8874-53,CLN5,Ceroid-lipofuscinosis neuronal protein 5,CLN5,SomaScan v4,2076.0,CLN5,CLN5 intracellular trafficking protein,608102,ENSG00000102805,1203.0,2076.0,CLN5,608102,ENSG00000102805,1203.0,Ceroid-lipofuscinosis neuronal protein 5
CMBL,0,Q96DG6,0,0,0,0,0,0,0,0,0,CMBL_19115_13,SeqId.19115-13,CMBL,Carboxymethylenebutenolidase homolog,CMBL,SomaScan v4,25090.0,CMBL,carboxymethylenebutenolidase homolog,613379,ENSG00000164237,134147.0,25090.0,CMBL,613379,ENSG00000164237,134147.0,Carboxymethylenebutenolidase homolog
CMPK1,0,P30085,0,0,0,0,0,0,0,0,0,CMPK1_18243_9,SeqId.18243-9,Cytidylate kinase,UMP-CMP kinase,CMPK1,SomaScan v4,18170.0,CMPK1,cytidine/uridine monophosphate kinase 1,191710,ENSG00000162368,51727.0,18170.0,CMPK1,191710,ENSG00000162368,51727.0,UMP-CMP kinase
CNN1,0,P51911,0,0,0,0,0,0,0,0,0,CNN1_15566_10,SeqId.15566-10,Calponin-1,Calponin-1,CNN1,SomaScan v4,2155.0,CNN1,calponin 1,600806,ENSG00000130176,1264.0,2155.0,CNN1,600806,ENSG00000130176,1264.0,Calponin-1
CNPY3,0,Q9BT09,0,0,0,0,0,0,0,0,0,CNPY3_17327_3,SeqId.17327-3,CNPY3,Protein canopy homolog 3,CNPY3,SomaScan v4,11968.0,CNPY3,canopy FGF signaling regulator 3,610774,ENSG00000137161,10695.0,11968.0,CNPY3,610774,ENSG00000137161,10695.0,Protein canopy homolog 3
CNRIP1,0,Q96F85,0,0,0,0,0,0,0,0,0,CNRIP1_18218_48,SeqId.18218-48,CB032,CB1 cannabinoid receptor-interacting protein 1,CNRIP1,SomaScan v4,24546.0,CNRIP1,cannabinoid receptor interacting protein 1,618538,ENSG00000119865,25927.0,24546.0,CNRIP1,618538,ENSG00000119865,25927.0,CB1 cannabinoid receptor-interacting protein 1
CNTFR,0,P26992,0,0,0,0,0,0,0,0,0,CNTFR_14101_2,SeqId.14101-2,CNTFR alpha,Ciliary neurotrophic factor receptor subunit alpha,CNTFR,SomaScan v4,2170.0,CNTFR,ciliary neurotrophic factor receptor,118946,ENSG00000122756,1271.0,2170.0,CNTFR,118946,ENSG00000122756,1271.0,Ciliary neurotrophic factor receptor subunit alpha
COL10A1,0,Q03692,0,0,0,0,0,0,0,0,0,COL10A1_15653_9,SeqId.15653-9,COAA1,Collagen alpha-1(X) chain,COL10A1,SomaScan v4,2185.0,COL10A1,collagen type X alpha 1 chain,120110,ENSG00000123500,1300.0,2185.0,COL10A1,120110,ENSG00000123500,1300.0,Collagen alpha-1(X) chain
COL6A1,0,P12109,0,0,0,0,0,0,0,0,0,COL6A1_16828_8,SeqId.16828-8,Collagen a1(VI),Collagen alpha-1(VI) chain,COL6A1,SomaScan v4,2211.0,COL6A1,collagen type VI alpha 1 chain,120220,ENSG00000142156,1291.0,2211.0,COL6A1,120220,ENSG00000142156,1291.0,Collagen alpha-1(VI) chain
COL6A2,0,P12110,0,0,0,0,0,0,0,0,0,COL6A2_16753_46,SeqId.16753-46,CO6A2,Collagen alpha-2(VI) chain,COL6A2,SomaScan v4,2212.0,COL6A2,collagen type VI alpha 2 chain,120240,ENSG00000142173,1292.0,2212.0,COL6A2,120240,ENSG00000142173,1292.0,Collagen alpha-2(VI) chain
COLEC11,0,Q9BWP8,0,0,0,0,0,0,0,0,0,COLEC11_4430_44,SeqId.4430-44,Collectin Kidney 1,Collectin-11,COLEC11,SomaScan v4,17213.0,COLEC11,collectin subfamily member 11,612502,ENSG00000118004,78989.0,17213.0,COLEC11,612502,ENSG00000118004,78989.0,Collectin-11
COLGALT1,0,Q8NBJ5,0,0,0,0,0,0,0,0,0,COLGALT1_5638_23,SeqId.5638-23,GT251,Procollagen galactosyltransferase 1,COLGALT1,SomaScan v4,26182.0,COLGALT1,collagen beta(1-O)galactosyltransferase 1,617531,ENSG00000130309,79709.0,26182.0,COLGALT1,617531,ENSG00000130309,79709.0,Procollagen galactosyltransferase 1
FJX1,0,Q86VR8,0,0,0,0,0,0,0,0,0,FJX1_7921_65,SeqId.7921-65,FJX1,Four-jointed box protein 1,FJX1,SomaScan v4,17166.0,FJX1,four-jointed box kinase 1,612206,ENSG00000179431,24147.0,17166.0,FJX1,612206,ENSG00000179431,24147.0,Four-jointed box protein 1
FKBP2,0,P26885,0,0,0,0,0,0,0,0,0,FKBP2_9339_204,SeqId.9339-204,FKBP2,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,SomaScan v4,3718.0,FKBP2,FKBP prolyl isomerase 2,186946,ENSG00000173486,2286.0,3718.0,FKBP2,186946,ENSG00000173486,2286.0,Peptidyl-prolyl cis-trans isomerase FKBP2
FLII,0,Q13045,0,0,0,0,0,0,0,0,0,FLII_12677_164,SeqId.12677-164,FLII,Protein flightless-1 homolog,FLII,SomaScan v4,3750.0,FLII,FLII actin remodeling protein,600362,ENSG00000177731,2314.0,3750.0,FLII,600362,ENSG00000177731,2314.0,Protein flightless-1 homolog
FLRT3,0,Q9NZU0,0,0,0,0,0,0,0,0,0,FLRT3_13123_3,SeqId.13123-3,FLRT3,Leucine-rich repeat transmembrane protein FLRT3,FLRT3,SomaScan v4,3762.0,FLRT3,fibronectin leucine rich transmembrane protein 3,604808,ENSG00000125848,23767.0,3762.0,FLRT3,604808,ENSG00000125848,23767.0,Leucine-rich repeat transmembrane protein FLRT3
FLRT3,0,Q9NZU0,0,0,0,0,0,0,0,0,0,FLRT3_9128_34,SeqId.9128-34,FLRT3,Leucine-rich repeat transmembrane protein FLRT3,FLRT3,SomaScan v4,3762.0,FLRT3,fibronectin leucine rich transmembrane protein 3,604808,ENSG00000125848,23767.0,3762.0,FLRT3,604808,ENSG00000125848,23767.0,Leucine-rich repeat transmembrane protein FLRT3
FMOD,0,Q06828,0,0,0,0,0,0,0,0,0,FMOD_6367_66,SeqId.6367-66,fibromodulin,fibromodulin,FMOD,SomaScan v4,3774.0,FMOD,fibromodulin,600245,ENSG00000122176,2331.0,3774.0,FMOD,600245,ENSG00000122176,2331.0,fibromodulin
FOXJ2,0,Q9P0K8,0,0,0,0,0,0,0,0,0,FOXJ2_14204_55,SeqId.14204-55,FOXJ2,Forkhead box protein J2,FOXJ2,SomaScan v4,24818.0,FOXJ2,forkhead box J2,619162,ENSG00000065970,55810.0,24818.0,FOXJ2,619162,ENSG00000065970,55810.0,Forkhead box protein J2
FSTL4,0,Q6MZW2,0,0,0,0,0,0,0,0,0,FSTL4_9350_3,SeqId.9350-3,FSTL4,Follistatin-related protein 4,FSTL4,SomaScan v4,21389.0,FSTL4,follistatin like 4,0,ENSG00000053108,23105.0,21389.0,FSTL4,0,ENSG00000053108,23105.0,Follistatin-related protein 4
FTL,0,P02792,0,0,0,0,0,0,0,0,0,FTL_15324_58,SeqId.15324-58,Ferritin light chain,Ferritin light chain,FTL,SomaScan v4,3999.0,FTL,ferritin light chain,134790,ENSG00000087086,2512.0,3999.0,FTL,134790,ENSG00000087086,2512.0,Ferritin light chain
FUT10,0,Q6P4F1,0,0,0,0,0,0,0,0,0,FUT10_7156_2,SeqId.7156-2,FUT10,"Alpha-(1,3)-fucosyltransferase 10",FUT10,SomaScan v4,19234.0,FUT10,fucosyltransferase 10,616931,ENSG00000172728,84750.0,19234.0,FUT10,616931,ENSG00000172728,84750.0,"Alpha-(1,3)-fucosyltransferase 10"
