Protein,uniprot,UKBB_PPP_exposure,DECODE_exposure,UKBB_PPP_platform,DCODE_platform,UKBB_PPP_panel,DCODE_seqid,UKBB_PPP_oid,HGNC,Approved symbol,OMIM_Gene_ID,Ensembl_gene_ID,NCBI_Gene_ID,target_full_name
SORCS2,Q96PQ0,SORCS2:Q96PQ0:Oncology,SORCS2_4569_52,Olink Explore,SomaScan v4,Oncology_v1,SeqId.4569-52,OID21262,16698,SORCS2,606284,ENSG00000184985,57537,VPS10 domain-containing receptor SorCS2
MCEE,Q96PE7,MCEE:Q96PE7:Neurology_II,MCEE_9388_18,Olink Explore,SomaScan v4,Neurology_v1,SeqId.9388-18,OID31033,16732,MCEE,608419,ENSG00000124370,84693,"Methylmalonyl-CoA epimerase, mitochondrial"
PRDX6,P30041,PRDX6:P30041:Oncology,PRDX6_5018_68,Olink Explore,SomaScan v4,Oncology_v1,SeqId.5018-68,OID21404,16753,PRDX6,602316,ENSG00000117592,9588,Peroxiredoxin-6
NPL,Q9BXD5,NPL:Q9BXD5:Cardiometabolic_II,NPL_19496_1,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.19496-1,OID30329,16781,NPL,611412,ENSG00000135838,80896,N-acetylneuraminate lyase
WWP2,O00308,WWP2:O00308:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20926,16804,WWP2,602308,ENSG00000198373,11060,NEDD4-like E3 ubiquitin-protein ligase WWP2
RGS8,P57771,RGS8:P57771:Inflammation,RGS8_11666_72,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.11666-72,OID20454,16810,RGS8,607189,ENSG00000135824,85397,Regulator of G-protein signaling 8
PHOSPHO1,Q8TCT1,PHOSPHO1:Q8TCT1:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20922,16815,PHOSPHO1,0,ENSG00000173868,162466,Phosphoethanolamine/phosphocholine phosphatase
SCARF1,Q14162,SCARF1:Q14162:Cardiometabolic,SCARF1_5129_12,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.5129-12,OID20297,16820,SCARF1,607873,ENSG00000074660,8578,Scavenger receptor class F member 1
TSC22D1,Q15714,TSC22D1:Q15714:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID31016,16826,TSC22D1,607715,ENSG00000102804,8848,TSC22 domain family protein 1
CDC123,O75794,CDC123:O75794:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31242,16827,CDC123,617708,ENSG00000151465,8872,Cell division cycle protein 123 homolog
IL32,P24001,IL32:P24001:Inflammation,IL32_9051_13,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.9051-13,OID20605,16830,IL32,606001,ENSG00000008517,9235,Interleukin-32
ATP6V1F,Q16864,ATP6V1F:Q16864:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20843,16832,ATP6V1F,607160,ENSG00000128524,9296,V-type proton ATPase subunit F
RAPGEF2,Q9Y4G8,RAPGEF2:Q9Y4G8:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31337,16854,RAPGEF2,609530,ENSG00000109756,9693,Rap guanine nucleotide exchange factor 2
PLIN3,O60664,PLIN3:O60664:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20143,16893,PLIN3,602702,ENSG00000105355,10226,Perilipin-3
RABEPK,Q7Z6M1,RABEPK:Q7Z6M1:Oncology,RABEPK_13599_15,Olink Explore,SomaScan v4,Oncology_v1,SeqId.13599-15,OID21163,16896,RABEPK,605962,ENSG00000136933,10244,Rab9 effector protein with kelch motifs
RIDA,P52758,RIDA:P52758:Inflammation_II,0,Olink Explore,0,Inflammation_v1,0,OID30635,16897,RIDA,602487,ENSG00000132541,10247,2-iminobutanoate/2-iminopropanoate deaminase
SMNDC1,O75940,SMNDC1:O75940:Oncology_II,SMNDC1_17805_35,Olink Explore,SomaScan v4,Oncology_v1,SeqId.17805-35,OID31471,16900,SMNDC1,603519,ENSG00000119953,10285,Survival of motor neuron-related-splicing factor 30
TNIP1,Q15025,TNIP1:Q15025:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID31120,16903,TNIP1,607714,ENSG00000145901,10318,TNFAIP3-interacting protein 1
CRISP3,P54108,CRISP3:P54108:Inflammation_II,CRISP3_3187_52,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.3187-52,OID30715,16904,CRISP3,618062,ENSG00000096006,10321,Cysteine-rich secretory protein 3
KLHL41,O60662,KLHL41:O60662:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID30986,16905,KLHL41,607701,ENSG00000239474,10324,Kelch-like protein 41
CPQ,Q9Y646,CPQ:Q9Y646:Cardiometabolic_II,CPQ_9394_19,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.9394-19,OID30406,16910,CPQ,618754,ENSG00000104324,10404,Carboxypeptidase Q
CLEC10A,Q8IUN9,CLEC10A:Q8IUN9:Neurology,CLEC10A_10955_4,Olink Explore,SomaScan v4,Neurology_v1,SeqId.10955-4,OID20928,16916,CLEC10A,605999,ENSG00000132514,10462,C-type lectin domain family 10 member A
VAT1,Q99536,VAT1:Q99536:Oncology,VAT1_18175_65,Olink Explore,SomaScan v4,Oncology_v1,SeqId.18175-65,OID21382,16919,VAT1,604631,ENSG00000108828,10493,Synaptic vesicle membrane protein VAT-1 homolog
HYOU1,Q9Y4L1,HYOU1:Q9Y4L1:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20300,16931,HYOU1,601746,ENSG00000149428,10525,Hypoxia up-regulated protein 1
LRP11,Q86VZ4,LRP11:Q86VZ4:Cardiometabolic,LRP11_15472_16,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.15472-16,OID20185,16936,LRP11,0,ENSG00000120256,84918,Low-density lipoprotein receptor-related protein 11
LRP11,Q86VZ4,LRP11:Q86VZ4:Cardiometabolic,LRP11_6713_4,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.6713-4,OID20185,16936,LRP11,0,ENSG00000120256,84918,Low-density lipoprotein receptor-related protein 11
SCGN,O76038,SCGN:O76038:Inflammation,SCGN_15305_7,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.15305-7,OID20457,16941,SCGN,609202,ENSG00000079689,10590,Secretagogin
RBM17,Q96I25,RBM17:Q96I25:Neurology_II,RBM17_17391_10,Olink Explore,SomaScan v4,Neurology_v1,SeqId.17391-10,OID31034,16944,RBM17,606935,ENSG00000134453,84991,Splicing factor 45
MYDGF,Q969H8,MYDGF:Q969H8:Cardiometabolic_II,MYDGF_9248_36,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.9248-36,OID30313,16948,MYDGF,606746,ENSG00000074842,56005,Myeloid-derived growth factor
STAMBP,O95630,STAMBP:O95630:Neurology,STAMBP_19187_21,Olink Explore,SomaScan v4,Neurology_v1,SeqId.19187-21,OID20955,16950,STAMBP,606247,ENSG00000124356,10617,STAM-binding protein
POSTN,Q15063,POSTN:Q15063:Cardiometabolic_II,POSTN_3457_57,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.3457-57,OID30410,16953,POSTN,608777,ENSG00000133110,10631,Periostin
CD226,Q15762,CD226:Q15762:Inflammation_II,CD226_5062_60,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.5062-60,OID30556,16961,CD226,605397,ENSG00000150637,10666,CD226 antigen
CGREF1,Q99674,CGREF1:Q99674:Cardiometabolic,CGREF1_6257_56,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.6257-56,OID20152,16962,CGREF1,606137,ENSG00000138028,10669,Cell growth regulator with EF hand domain protein 1
DCTN6,O00399,DCTN6:O00399:Neurology,DCTN6_18311_44,Olink Explore,SomaScan v4,Neurology_v1,SeqId.18311-44,OID20879,16964,DCTN6,612963,ENSG00000104671,10671,Dynactin subunit 6
CFHR4,Q92496,CFHR4:Q92496:Inflammation_II,CFHR4_6471_53,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.6471-53,OID30758,16979,CFHR4,605337,ENSG00000134365,10877,Complement factor H-related protein 4
SUGT1,Q9Y2Z0,SUGT1:Q9Y2Z0:Oncology,SUGT1_17818_22,Olink Explore,SomaScan v4,Oncology_v1,SeqId.17818-22,OID21229,16987,SUGT1,604098,ENSG00000165416,10910,Protein SGT1 homolog
CKAP4,Q07065,CKAP4:Q07065:Inflammation,CKAP4_7221_56,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.7221-56,OID20617,16991,CKAP4,618595,ENSG00000136026,10970,Cytoskeleton-associated protein 4
HNRNPUL1,Q9BUJ2,HNRNPUL1:Q9BUJ2:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID31037,17011,HNRNPUL1,605800,ENSG00000105323,11100,Heterogeneous nuclear ribonucleoprotein U-like protein 1
CEP43,O95684,CEP43:O95684:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20084,17012,CEP43,605392,ENSG00000213066,11116,Centrosomal protein 43
CD160,O95971,CD160:O95971:Inflammation,CD160_17677_47,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.17677-47,OID20647,17013,CD160,604463,ENSG00000117281,11126,CD160 antigen
VSIG4,Q9Y279,VSIG4:Q9Y279:Neurology,0,Olink Explore,0,Neurology_v1,0,OID21144,17032,VSIG4,300353,ENSG00000155659,11326,V-set and immunoglobulin domain-containing protein 4
SCRG1,O75711,SCRG1:O75711:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30333,17036,SCRG1,603163,ENSG00000164106,11341,Scrapie-responsive protein 1
MGLL,Q99685,MGLL:Q99685:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20711,17038,MGLL,609699,ENSG00000074416,11343,Monoglyceride lipase
CASC3,O15234,CASC3:O15234:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID30921,17040,CASC3,606504,ENSG00000108349,22794,Protein CASC3
SEC31A,O94979,SEC31A:O94979:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30269,17052,SEC31A,610257,ENSG00000138674,22872,Protein transport protein Sec31A
PALLD,Q8WX93,PALLD:Q8WX93:Inflammation_II,0,Olink Explore,0,Inflammation_v1,0,OID30444,17068,PALLD,608092,ENSG00000129116,23022,Palladin
SWAP70,Q9UH65,SWAP70:Q9UH65:Oncology_II,SWAP70_13552_7,Olink Explore,SomaScan v4,Oncology_v1,SeqId.13552-7,OID31477,17070,SWAP70,604762,ENSG00000133789,23075,Switch-associated protein 70
TAB2,Q9NYJ8,TAB2:Q9NYJ8:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31319,17075,TAB2,605101,ENSG00000055208,23118,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2
ICOSLG,O75144,ICOSLG:O75144:Oncology,ICOSLG_5061_27,Olink Explore,SomaScan v4,Oncology_v1,SeqId.5061-27,OID21351,17087,ICOSLG,605717,ENSG00000160223,23308,ICOS ligand
ARHGAP45,Q92619,ARHGAP45:Q92619:Inflammation_II,0,Olink Explore,0,Inflammation_v1,0,OID30653,17102,ARHGAP45,601155,ENSG00000180448,23526,Rho GTPase-activating protein 45
CDON,Q4KMG0,CDON:Q4KMG0:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20754,17104,CDON,608707,ENSG00000064309,50937,Cell adhesion molecule-related/down-regulated by oncogenes
ADAMTS16,Q8TE57,ADAMTS16:Q8TE57:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20089,17108,ADAMTS16,607510,ENSG00000145536,170690,A disintegrin and metalloproteinase with thrombospondin motifs 16
NT5C,Q8TCD5,NT5C:Q8TCD5:Cardiometabolic_II,NT5C_12560_9,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.12560-9,OID30294,17144,NT5C,191720,ENSG00000125458,30833,"5'(3')-deoxyribonucleotidase, cytosolic type"
SNAPIN,O95295,SNAPIN:O95295:Neurology_II,SNAPIN_6975_52,Olink Explore,SomaScan v4,Neurology_v1,SeqId.6975-52,OID31019,17145,SNAPIN,607007,ENSG00000143553,23557,SNARE-associated protein Snapin
ARL2BP,Q9Y2Y0,ARL2BP:Q9Y2Y0:Cardiometabolic_II,ARL2BP_18407_36,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.18407-36,OID30121,17146,ARL2BP,615407,ENSG00000102931,23568,ADP-ribosylation factor-like protein 2-binding protein
VSIG2,Q96IQ7,VSIG2:Q96IQ7:Oncology_II,VSIG2_8018_43,Olink Explore,SomaScan v4,Oncology_v1,SeqId.8018-43,OID31371,17149,VSIG2,606011,ENSG00000019102,23584,V-set and immunoglobulin domain-containing protein 2
CARHSP1,Q9Y2V2,CARHSP1:Q9Y2V2:Neurology,CARHSP1_12808_103,Olink Explore,SomaScan v4,Neurology_v1,SeqId.12808-103,OID20859,17150,CARHSP1,616885,ENSG00000153048,23589,Calcium-regulated heat-stable protein 1
LY96,Q9Y6Y9,LY96:Q9Y6Y9:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20945,17156,LY96,605243,ENSG00000154589,23643,Lymphocyte antigen 96
PLA2G15,Q8NCC3,PLA2G15:Q8NCC3:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21473,17163,PLA2G15,609362,ENSG00000103066,23659,Phospholipase A2 group XV
BOC,Q9BWV1,BOC:Q9BWV1:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20116,17173,BOC,608708,ENSG00000144857,91653,Brother of CDO
NAGK,Q9UJ70,NAGK:Q9UJ70:Cardiometabolic_II,NAGK_3894_15,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.3894-15,OID30271,17174,NAGK,606828,ENSG00000124357,55577,N-acetyl-D-glucosamine kinase
HEBP1,Q9NRV9,HEBP1:Q9NRV9:Cardiometabolic,HEBP1_18225_13,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.18225-13,OID20063,17176,HEBP1,605826,ENSG00000013583,50865,Heme-binding protein 1
OLFM4,Q6UX06,OLFM4:Q6UX06:Inflammation_II,OLFM4_4769_10,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.4769-10,OID30665,17190,OLFM4,614061,ENSG00000102837,10562,Olfactomedin-4
ACRBP,Q8NEB7,ACRBP:Q8NEB7:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31385,17195,ACRBP,608352,ENSG00000111644,84519,Acrosin-binding protein
RAB11FIP3,O75154,RAB11FIP3:O75154:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30325,17224,RAB11FIP3,608738,ENSG00000090565,9727,Rab11 family-interacting protein 3
TNFAIP8,O95379,TNFAIP8:O95379:Inflammation,TNFAIP8_12563_2,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.12563-2,OID20433,17260,TNFAIP8,612111,ENSG00000145779,25816,Tumor necrosis factor alpha-induced protein 8
PRKD2,Q9BZL6,PRKD2:Q9BZL6:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30140,17293,PRKD2,607074,ENSG00000105287,25865,Serine/threonine-protein kinase D2
RRM2B,Q7LG56,RRM2B:Q7LG56:Oncology,RRM2B_8925_25,Olink Explore,SomaScan v4,Oncology_v1,SeqId.8925-25,OID21174,17296,RRM2B,604712,ENSG00000048392,50484,Ribonucleoside-diphosphate reductase subunit M2 B
SLA2,Q9H6Q3,SLA2:Q9H6Q3:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID31017,17329,SLA2,606577,ENSG00000101082,84174,Src-like-adapter 2
TPK1,Q9H3S4,TPK1:Q9H3S4:Cardiometabolic_II,TPK1_12018_84,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.12018-84,OID30338,17358,TPK1,606370,ENSG00000196511,27010,Thiamin pyrophosphokinase 1
LRIG1,Q96JA1,LRIG1:Q96JA1:Oncology,LRIG1_18831_6,Olink Explore,SomaScan v4,Oncology_v1,SeqId.18831-6,OID21429,17360,LRIG1,608868,ENSG00000144749,26018,Leucine-rich repeats and immunoglobulin-like domains protein 1
NAGPA,Q9UK23,NAGPA:Q9UK23:Inflammation_II,NAGPA_11208_15,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.11208-15,OID30643,17378,NAGPA,607985,ENSG00000103174,51172,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
APBB1IP,Q7Z5R6,APBB1IP:Q7Z5R6:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21359,17379,APBB1IP,609036,ENSG00000077420,54518,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein
SMPDL3A,Q92484,SMPDL3A:Q92484:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20676,17389,SMPDL3A,610728,ENSG00000172594,10924,Acid sphingomyelinase-like phosphodiesterase 3a
ADGRV1,Q8WXG9,ADGRV1:Q8WXG9:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID30877,17416,ADGRV1,602851,ENSG00000164199,84059,Adhesion G-protein coupled receptor V1
RCOR1,Q9UKL0,RCOR1:Q9UKL0:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20073,17441,RCOR1,607675,ENSG00000089902,23186,REST corepressor 1
CLSTN1,O94985,CLSTN1:O94985:Neurology,CLSTN1_15521_4,Olink Explore,SomaScan v4,Neurology_v1,SeqId.15521-4,OID20874,17447,CLSTN1,611321,ENSG00000171603,22883,Calsyntenin-1
CLSTN2,Q9H4D0,CLSTN2:Q9H4D0:Inflammation,CLSTN2_18882_7,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.18882-7,OID20664,17448,CLSTN2,611323,ENSG00000158258,64084,Calsyntenin-2
PDLIM5,Q96HC4,PDLIM5:Q96HC4:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID31063,17468,PDLIM5,605904,ENSG00000163110,10611,PDZ and LIM domain protein 5
EPGN,Q6UW88,EPGN:Q6UW88:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31373,17470,EPGN,618717,ENSG00000182585,255324,Epigen
ESAM,Q96AP7,ESAM:Q96AP7:Cardiometabolic,ESAM_7841_84,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.7841-84,OID20270,17474,ESAM,614281,ENSG00000149564,90952,Endothelial cell-selective adhesion molecule
GORASP2,Q9H8Y8,GORASP2:Q9H8Y8:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31438,17500,GORASP2,608693,ENSG00000115806,26003,Golgi reassembly-stacking protein 2
MINK1,Q8N4C8,MINK1:Q8N4C8:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID31156,17565,MINK1,609426,ENSG00000141503,50488,Misshapen-like kinase 1
NUDT10,Q8NFP7,NUDT10:Q8NFP7:Cardiometabolic_II,0,Olink Explore,0,Cardiometabolic_v1,0,OID30198,17621,NUDT10,300527,ENSG00000122824,170685,Diphosphoinositol polyphosphate phosphohydrolase 3-alpha
NUB1,Q9Y5A7,NUB1:Q9Y5A7:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20510,17623,NUB1,607981,ENSG00000013374,51667,NEDD8 ultimate buster 1
CD274,Q9NZQ7,CD274:Q9NZQ7:Neurology,CD274_5060_62,Olink Explore,SomaScan v4,Neurology_v1,SeqId.5060-62,OID20966,17635,CD274,605402,ENSG00000120217,29126,Programmed cell death 1 ligand 1
GOPC,Q9HD26,GOPC:Q9HD26:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20551,17643,GOPC,606845,ENSG00000047932,57120,Golgi-associated PDZ and coiled-coil motif-containing protein
RABEP1,Q15276,RABEP1:Q15276:Inflammation_II,0,Olink Explore,0,Inflammation_v1,0,OID30647,17677,RABEP1,603616,ENSG00000029725,9135,Rab GTPase-binding effector protein 1
CCL28,Q9NRJ3,CCL28:Q9NRJ3:Inflammation,CCL28_2890_59,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.2890-59,OID20569,17700,CCL28,605240,ENSG00000151882,56477,C-C motif chemokine 28
SIT1,Q9Y3P8,SIT1:Q9Y3P8:Inflammation,0,Olink Explore,0,Inflammation_v1,0,OID20462,17710,SIT1,604964,ENSG00000137078,27240,Signaling threshold-regulating transmembrane adapter 1
SPRED2,Q7Z698,SPRED2:Q7Z698:Inflammation_II,0,Olink Explore,0,Inflammation_v1,0,OID30423,17722,SPRED2,609292,ENSG00000198369,200734,"Sprouty-related, EVH1 domain-containing protein 2"
ZNRF4,Q8WWF5,ZNRF4:Q8WWF5:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31347,17726,ZNRF4,612063,ENSG00000105428,148066,E3 ubiquitin-protein ligase ZNRF4
UXS1,Q8NBZ7,UXS1:Q8NBZ7:Oncology,UXS1_8258_22,Olink Explore,SomaScan v4,Oncology_v1,SeqId.8258-22,OID21189,17729,UXS1,609749,ENSG00000115652,80146,UDP-glucuronic acid decarboxylase 1
THSD1,Q9NS62,THSD1:Q9NS62:Inflammation_II,THSD1_5621_64,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.5621-64,OID30476,17754,THSD1,616821,ENSG00000136114,55901,Thrombospondin type-1 domain-containing protein 1
TNFRSF13C,Q96RJ3,TNFRSF13C:Q96RJ3:Inflammation,TNFRSF13C_5383_14,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.5383-14,OID20480,17755,TNFRSF13C,606269,ENSG00000159958,115650,Tumor necrosis factor receptor superfamily member 13C
EDA2R,Q9HAV5,EDA2R:Q9HAV5:Oncology,EDA2R_3083_71,Olink Explore,SomaScan v4,Oncology_v1,SeqId.3083-71,OID21451,17756,EDA2R,300276,ENSG00000131080,60401,Tumor necrosis factor receptor superfamily member 27
TREM2,Q9NZC2,TREM2:Q9NZC2:Inflammation,TREM2_16300_4,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.16300-4,OID20731,17761,TREM2,605086,ENSG00000095970,54209,Triggering receptor expressed on myeloid cells 2
VTI1A,Q96AJ9,VTI1A:Q96AJ9:Inflammation_II,VTI1A_7952_2,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.7952-2,OID30640,17792,VTI1A,614316,ENSG00000151532,143187,Vesicle transport through interaction with t-SNAREs homolog 1A
AMOT,Q4VCS5,AMOT:Q4VCS5:Inflammation_II,0,Olink Explore,0,Inflammation_v1,0,OID30572,17810,AMOT,300410,ENSG00000126016,154796,Angiomotin
AMOTL2,Q9Y2J4,AMOTL2:Q9Y2J4:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31351,17812,AMOTL2,614658,ENSG00000114019,51421,Angiomotin-like protein 2
IGSF8,Q969P0,IGSF8:Q969P0:Cardiometabolic,IGSF8_6984_6,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.6984-6,OID20167,17813,IGSF8,606644,ENSG00000162729,93185,Immunoglobulin superfamily member 8
NT5C1A,Q9BXI3,NT5C1A:Q9BXI3:Neurology_II,0,Olink Explore,0,Neurology_v1,0,OID31102,17819,NT5C1A,610525,ENSG00000116981,84618,Cytosolic 5'-nucleotidase 1A
NT5C3A,Q9H0P0,NT5C3A:Q9H0P0:Inflammation,NT5C3A_19615_213,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.19615-213,OID20553,17820,NT5C3A,606224,ENSG00000122643,51251,Cytosolic 5'-nucleotidase 3A
PTGES2,Q9H7Z7,PTGES2:Q9H7Z7:Inflammation_II,PTGES2_18458_4,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.18458-4,OID30561,17822,PTGES2,608152,ENSG00000148334,80142,Prostaglandin E synthase 2
CDC26,Q8NHZ8,CDC26:Q8NHZ8:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31508,17839,CDC26,614533,ENSG00000176386,246184,Anaphase-promoting complex subunit CDC26
GGA1,Q9UJY5,GGA1:Q9UJY5:Neurology,0,Olink Explore,0,Neurology_v1,0,OID20838,17842,GGA1,606004,ENSG00000100083,26088,ADP-ribosylation factor-binding protein GGA1
HAVCR1,Q96D42,HAVCR1:Q96D42:Oncology,HAVCR1_9021_1,Olink Explore,SomaScan v4,Oncology_v1,SeqId.9021-1,OID21422,17866,HAVCR1,606518,ENSG00000113249,26762,Hepatitis A virus cellular receptor 1
NPTN,Q9Y639,NPTN:Q9Y639:Oncology,NPTN_7194_36,Olink Explore,SomaScan v4,Oncology_v1,SeqId.7194-36,OID21235,17867,NPTN,612820,ENSG00000156642,27020,Neuroplastin
NMNAT1,Q9HAN9,NMNAT1:Q9HAN9:Neurology,NMNAT1_18932_84,Olink Explore,SomaScan v4,Neurology_v1,SeqId.18932-84,OID20913,17877,NMNAT1,608700,ENSG00000173614,64802,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1
HPGDS,O60760,HPGDS:O60760:Oncology,HPGDS_12549_33,Olink Explore,SomaScan v4,Oncology_v1,SeqId.12549-33,OID21266,17890,HPGDS,602598,ENSG00000163106,27306,Hematopoietic prostaglandin D synthase
CD207,Q9UJ71,CD207:Q9UJ71:Oncology,CD207_3361_26,Olink Explore,SomaScan v4,Oncology_v1,SeqId.3361-26,OID21298,17935,CD207,604862,ENSG00000116031,50489,C-type lectin domain family 4 member K
PODXL2,Q9NZ53,PODXL2:Q9NZ53:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21487,17936,PODXL2,616627,ENSG00000114631,50512,Podocalyxin-like protein 2
CUZD1,Q86UP6,CUZD1:Q86UP6:Neurology_II,CUZD1_7943_16,Olink Explore,SomaScan v4,Neurology_v1,SeqId.7943-16,OID30914,17937,CUZD1,616644,ENSG00000138161,50624,CUB and zona pellucida-like domain-containing protein 1
TJAP1,Q5JTD0,TJAP1:Q5JTD0:Oncology,0,Olink Explore,0,Oncology_v1,0,OID21477,17949,TJAP1,612658,ENSG00000137221,93643,Tight junction-associated protein 1
IRAK4,Q9NWZ3,IRAK4:Q9NWZ3:Inflammation,IRAK4_18162_167,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.18162-167,OID20577,17967,IRAK4,606883,ENSG00000198001,51135,Interleukin-1 receptor-associated kinase 4
ROBO4,Q8WZ75,ROBO4:Q8WZ75:Cardiometabolic_II,ROBO4_16297_14,Olink Explore,SomaScan v4,Cardiometabolic_v1,SeqId.16297-14,OID30226,17985,ROBO4,607528,ENSG00000154133,54538,Roundabout homolog 4
PKN3,Q6P5Z2,PKN3:Q6P5Z2:Oncology_II,0,Olink Explore,0,Oncology_v1,0,OID31311,17999,PKN3,610714,ENSG00000160447,29941,Serine/threonine-protein kinase N3
IL17RB,Q9NRM6,IL17RB:Q9NRM6:Inflammation,IL17RB_6262_14,Olink Explore,SomaScan v4,Inflammation_v1,SeqId.6262-14,OID20585,18015,IL17RB,605458,ENSG00000056736,55540,Interleukin-17 receptor B
PRR4,Q16378,PRR4:Q16378:Inflammation_II,0,Olink Explore,0,Inflammation_v1,0,OID30607,18020,PRR4,605359,ENSG00000111215,11272,Proline-rich protein 4
TP53INP1,Q96A56,TP53INP1:Q96A56:Cardiometabolic,0,Olink Explore,0,Cardiometabolic_v1,0,OID20120,18022,TP53INP1,606185,ENSG00000164938,94241,Tumor protein p53-inducible nuclear protein 1
GPHA2,Q96T91,GPHA2:Q96T91:Oncology_II,GPHA2_6395_58,Olink Explore,SomaScan v4,Oncology_v1,SeqId.6395-58,OID31437,18054,GPHA2,609651,ENSG00000149735,170589,Glycoprotein hormone alpha-2
AHSP,Q9NZD4,AHSP:Q9NZD4:Neurology,AHSP_9025_5,Olink Explore,SomaScan v4,Neurology_v1,SeqId.9025-5,OID21078,18075,AHSP,605821,ENSG00000169877,51327,Alpha-hemoglobin-stabilizing protein
